file_id	term	category	length	parakeet_sub	ref_context
CAR0004	laying	FINDING	1	lying	im coughing or laying down yeah yeah
CAR0005	steps	PROCEDURE	1	<DELETED>	about the next steps awesome thank you
CAR0005	back	ANATOMY	1	<DELETED>	we can come back together and talk
CAR0005	ill	SYMPTOM	1	<DELETED>	do but uh ill have maybe one
CAR0005	ill	SYMPTOM	1	<DELETED>	regularly yeah actually ill either do some
DER0001	double check	DRUG	2	double-check no	but ill just double check no no well
DER0001	rosuvastatin	DRUG	1	um	think its called rosuvastatin the other three
DER0001	very much	FINDING	2	pretty	of the family very much everyone has diabetes
DER0001	rundown	SYMPTOM	1	down	have you felt rundown at all yeah
DER0001	tylenol	DRUG	1	and all at vil	for it is tylenol advil for that
DER0001	alone	FINDING	1	<DELETED>	say have you alone have you felt
DER0001	advil	DRUG	1	and all at vil	it is tylenol advil for that ok
DER0001	legs	ANATOMY	1	leg	pain on your legs worse when you
DER0001	dads	DRUG	1	that	blood pressure cholesterol dads side of the
DER0001	ill	SYMPTOM	1	i'll	you didnt but ill just double check
DER0001	ill	SYMPTOM	1	<DELETED>	leg i will ill go back to
DER0001	ill	SYMPTOM	1	i'll	a list somewhere ill give it to
GAS0001	flu like symptoms	SYMPTOM	3	flu-like	you had any flu like symptoms no nothing like
GAS0001	sexually active	FINDING	2	<DELETED>	are you currently sexually active yeah just like
GAS0001	birth control	FINDING	2	<DELETED>	to be on birth control but it always
GAS0001	protection	FINDING	1	<DELETED>	do you use protection while having sex
GAS0001	having sex	FINDING	2	<DELETED>	use protection while having sex yeah we we
GAS0001	nauseated	SYMPTOM	1	naughty	feeling like very nauseated for it feels
GAS0001	related	FINDING	1	really what is	or is it related or does it
GAS0001	stomach	CONDITION	1	of stomach-related	had any other stomach related issues any
GAS0001	related	FINDING	1	of stomach-related	any other stomach related issues any belly
GAS0001	history	FINDING	1	<DELETED>	lets see family history do you do
GAS0001	medical	PROCEDURE	1	<DELETED>	you have any medical conditions that run
GAS0001	drugs	PROCEDURE	1	<DELETED>	consume any illicit drugs no no alright
GAS0001	sick	SYMPTOM	1	<DELETED>	like kind of sick so i dont
GAS0001	else	FINDING	1	<DELETED>	think theres anything else alright alright well
GAS0001	back	ANATOMY	1	<DELETED>	attending well come back and maybe ask
GAS0001	ill	SYMPTOM	1	i'll	lot of days ill throw up like
GAS0001	ill	SYMPTOM	1	i'll	hear something then ill be like oh
GAS0001	ill	SYMPTOM	1	i'll	uh have you ill just ask you
GAS0001	run	FINDING	1	<DELETED>	medical conditions that run in your family
GAS0001	conditions	CONDITION	1	<DELETED>	have any medical conditions that run in
GAS0001	couple	FINDING	1	<DELETED>	maybe ask a couple more questions and
GAS0002	blood in stool	CONDITION	3	<UNKNOWN>	so notice any blood in the stool no no blood
GAS0002	criticizing	FINDING	1	<DELETED>	annoyed by people criticizing your drinking uh
GAS0002	living	FINDING	1	<DELETED>	who are you living with currently at
GAS0002	living	FINDING	1	<DELETED>	and so im living with my two
GAS0002	drugs	PROCEDURE	1	<DELETED>	you use recreational drugs uh no never
GAS0002	cut	ANATOMY	1	<DELETED>	the need to cut down on your
GAS0002	3 hours	FINDING	2	three	hours ago like 3 hours ago it was
GAS0003	nausea and vomiting	SYMPTOM	3	<UNKNOWN>	you have any nausea and vomiting i am a
GAS0003	crohns disease	CONDITION	2	<DELETED>	err um iblike crohns disease or ulcerative colitis
GAS0003	wisdom teeth	ANATOMY	2	visim	i got my wisdom teeth removed when i
GAS0003	come and go	FINDING	3	<DELETED>	does your pain come and go or is it
GAS0003	come and go	FINDING	3	<DELETED>	initially it would come and go but now so
GAS0003	come and go	FINDING	3	<DELETED>	hours it would come and go and when i
GAS0003	come and go	FINDING	3	<DELETED>	eating it would come and go but over the
GAS0003	ulcerative	CONDITION	1	ulceritis	crohns disease or ulcerative colitis no not
GAS0003	marijuana	CONDITION	1	<DELETED>	recreational drugs like marijuana no i dont
GAS0003	colitis	CONDITION	1	<DELETED>	disease or ulcerative colitis no not that
GAS0003	drugs	PROCEDURE	1	<DELETED>	use any recreational drugs like marijuana no
GAS0003	ill	SYMPTOM	1	i'll	you usually drink ill just drink a
GAS0004	three or four days	FINDING	4	<UNKNOWN>	and over the three or four days have your stools
GAS0004	digestive problems	SYMPTOM	2	<DELETED>	any history of digestive problems or um abdominal
GAS0004	abdominal surgery	PROCEDURE	2	<DELETED>	um abdominal problems abdominal surgery my brother had
GAS0004	unclear speech	FINDING	2	ever applied some of that	dont have you unclear speech due to connection
GAS0004	wisdom teeth	ANATOMY	2	<UNKNOWN>	i had my wisdom teeth removed but no
GAS0004	appendicitis	CONDITION	1	<DELETED>	my brother had appendicitis when he was
GAS0004	hysterectomy	FINDING	1	<DELETED>	has had a hysterectomy if that counts
GAS0004	abdominal	ANATOMY	1	<DELETED>	problems or um abdominal problems abdominal surgery
GAS0004	history	FINDING	1	<DELETED>	about your family history does anyone in
GAS0004	history	FINDING	1	<DELETED>	family have any history of digestive problems
GAS0004	cramp	SYMPTOM	1	clamp	bit of a cramp now since yesterday
GAS0004	else	FINDING	1	<DELETED>	counts yeah nothing else ok ok thank
GAS0004	ill	SYMPTOM	1	<DELETED>	might have my ill probably just like
GAS0004	problems	FINDING	1	<DELETED>	or um abdominal problems abdominal surgery my
GAS0005	medical diagnosis	PROCEDURE	2	<UNKNOWN>	ok so no medical diagnosis previously no nothing
GAS0005	crohns disease	CONDITION	2	crohn's	celiac disease or crohns disease no no uh
GAS0005	immunizations	PROCEDURE	1	is	to date yeah immunizations all up to
GAS0007	take temperature	PROCEDURE	2	<UNKNOWN>	other day didnt take a temperature though ok ok
GAS0007	diabetes type 2	CONDITION	3	<UNKNOWN>	doctor i got diabetes type 2 and has that
GAS0007	living alone	FINDING	2	<DELETED>	i live here living alone or with family
GAS0007	back	ANATOMY	1	<DELETED>	and will get back to you shortly
GAS0007	ill	SYMPTOM	1	i'll	hot days sometimes ill have a beer
GAS0007	metformin	DRUG	1	four minutes	you currently taking metformin metformin and have
GAS0007	metformin	DRUG	1	four minutes	currently taking metformin metformin and have you
GEN0001	ill	SYMPTOM	1	i'll	in the spring ill get like a
GEN0001	ill	SYMPTOM	1	i'll	now do next ill move to a
MSK0001	sexually active	FINDING	2	<DELETED>	who are you sexually active with any new
MSK0001	sexually active	FINDING	2	<DELETED>	have you been sexually active with more than
MSK0001	just right	FINDING	2	<UNKNOWN>	so the pains just right in the in
MSK0001	protection	FINDING	1	<DELETED>	any kind of protection yes always use
MSK0001	rashes	SYMPTOM	1	lashes	i mean any rashes no ok any
MSK0001	pains	SYMPTOM	1	pain's	pain so the pains just right in
MSK0001	legs	ANATOMY	1	can you align	limbs in your legs uh no numbness
MSK0001	ill	SYMPTOM	1	i'll	occasionally uh maybe ill have a glass
MSK0001	weights	SYMPTOM	1	weight's	recently no the weights been about the
MSK0001	vegetable vegetables	DRUG	2	of	with some variety vegetable vegetables other meats and
MSK0003	antinuclear antibodies	PROCEDURE	2	<DELETED>	the rheumatoid factor antinuclear antibodies those are just
MSK0003	physical examination	FINDING	2	<DELETED>	do a full physical examination and book an
MSK0003	morning stiffness	FINDING	2	<DELETED>	that has some morning stiffness as well so
MSK0003	joint pains	SYMPTOM	2	<UNKNOWN>	ever have any joint pains alongside the psoriasis
MSK0003	definitely	FINDING	1	<DELETED>	so yeah theres definitely multiple things that
MSK0003	sacroiliac	ANATOMY	1	<DELETED>	spine and your sacroiliac joints and well
MSK0003	back pain	SYMPTOM	2	<DELETED>	a progressive dull back pain and that has
MSK0003	arthritis	CONDITION	1	<DELETED>	you have any arthritis so yeah those
MSK0003	your age	FINDING	2	<DELETED>	present in men your age and its kind
MSK0003	present	FINDING	1	<DELETED>	spondylitis which can present in men your
MSK0003	x ray	PROCEDURE	2	<DELETED>	well as a x ray of the of
MSK0003	spine	FINDING	1	<DELETED>	the of the spine and your sacroiliac
MSK0003	x ray	PROCEDURE	2	<DELETED>	also get an x ray of your hands
MSK0003	hands	ANATOMY	1	<DELETED>	ray of your hands and knees since
MSK0003	knees	ANATOMY	1	<DELETED>	your hands and knees since youre having
MSK0003	steps	PROCEDURE	1	<DELETED>	those are some steps that well take
MSK0003	dull	SYMPTOM	1	<DELETED>	like a progressive dull back pain and
MSK0003	5 6	FINDING	2	five six	over these last 5 6 months it has
MSK0003	ill	SYMPTOM	1	i'll	yes sometimes yeah ill smoke like once
MSK0003	ill	SYMPTOM	1	i'll	alcohol sometimes yeah ill have a beer
MSK0003	men	CONDITION	1	<DELETED>	can present in men your age and
MSK0003	cbc	PROCEDURE	1	<DELETED>	blood work with cbc crand esr so
MSK0003	esr	CONDITION	1	<DELETED>	with cbc crand esr so those are
MSK0003	weights	SYMPTOM	1	weight's	normal and my weights been stable ok
MSK0004	physical examination	FINDING	2	<DELETED>	like a proper physical examination done to make
MSK0004	physical examination	FINDING	2	<DELETED>	find that on physical examination you are having
MSK0004	physiotherapy	PROCEDURE	1	<DELETED>	own with some physiotherapy later on as
MSK0004	immobilize	PROCEDURE	1	<DELETED>	usually we just immobilize the ankle and
MSK0004	right foot	ANATOMY	2	<DELETED>	ray of the right foot and ankle as
MSK0004	palpation	PROCEDURE	1	<DELETED>	significant pain on palpation or any kind
MSK0004	lower leg	ANATOMY	2	<DELETED>	as just your lower leg so yeah well
MSK0004	usually	FINDING	1	<DELETED>	can do is usually we just immobilize
MSK0004	weight	SYMPTOM	1	weight's	bit but my weight has been relatively
MSK0004	likely	FINDING	1	<DELETED>	no fracture most likely though it seems
MSK0004	nsaids	DRUG	1	<DELETED>	can take some nsaids like advil for
MSK0004	ankle	ANATOMY	1	<DELETED>	you inverting your ankle the other day
MSK0004	ankle	ANATOMY	1	<DELETED>	just immobilize the ankle and then recommend
MSK0004	advil	DRUG	1	<DELETED>	some nsaids like advil for pain to
MSK0004	x ray	PROCEDURE	2	<DELETED>	to get an x ray of the right
MSK0004	ankle	ANATOMY	1	<DELETED>	right foot and ankle as well as
MSK0004	x ray	PROCEDURE	2	<DELETED>	you need an x ray ok that sounds
MSK0004	ill	SYMPTOM	1	i'll	alcohol uh rarely ill have maybe a
MSK0004	ill	SYMPTOM	1	i'll	that bad yeah ill say no ok
MSK0004	ice	DRUG	1	<DELETED>	then recommend applying ice you can take
MSK0004	fracture	FINDING	1	<DELETED>	there is no fracture most likely though
MSK0004	vitamin	DRUG	1	vitamin d	i take a vitamin and some other
MSK0004	right right	ANATOMY	2	<UNKNOWN>	weakness in your right right extremities or any
MSK0005	right handed	ANATOMY	2	because i'm right-handed	annoying cause im right handed as well so
MSK0005	muscle group	ANATOMY	2	<DELETED>	your wrist extensor muscle group there um so
MSK0005	compression	PROCEDURE	1	<DELETED>	therapy and the compression and splints if
MSK0005	no pain	FINDING	2	<UNKNOWN>	your biceps uh no no pain ok alright and
MSK0005	confusion	FINDING	1	concern	memory loss or confusion no ok so
MSK0005	fractures	FINDING	1	<DELETED>	worried about any fractures um so to
MSK0005	swelling	CONDITION	1	slowing	any redness or swelling uh no i
MSK0005	extensor	ANATOMY	1	<DELETED>	of your wrist extensor muscle group there
MSK0005	activity	FINDING	1	<DELETED>	we recommend some activity modifications so um
MSK0005	extensor	ANATOMY	1	<DELETED>	using those um extensor forearm muscles um
MSK0005	swelling	CONDITION	1	<DELETED>	the pain and swelling if you see
MSK0005	imaging	FINDING	1	<DELETED>	in terms of imaging i dont think
MSK0005	worried	FINDING	1	<DELETED>	im not too worried about any fractures
MSK0005	forearm	PROCEDURE	1	<DELETED>	those um extensor forearm muscles um and
MSK0005	muscles	ANATOMY	1	<DELETED>	um extensor forearm muscles um and then
MSK0005	tylenol	DRUG	1	<DELETED>	well continue taking tylenol or nsaids for
MSK0005	resolve	PROCEDURE	1	<DELETED>	so it should resolve in about six
MSK0005	worries	FINDING	1	<DELETED>	you yeah no worries
MSK0005	trauma	PROCEDURE	1	<DELETED>	there was any trauma and im not
MSK0005	nsaids	DRUG	1	<DELETED>	taking tylenol or nsaids for the pain
MSK0005	wrist	ANATOMY	1	<DELETED>	contraction of your wrist extensor muscle group
MSK0005	ill	SYMPTOM	1	although i'll	with the pain ill ill do that
MSK0005	ill	SYMPTOM	1	although i'll	the pain ill ill do that for
MSK0005	ill	SYMPTOM	1	i'll	um uh yeah ill have a glass
MSK0005	arm	ANATOMY	1	<DELETED>	strength in that arm uh and as
MSK0005	ice	DRUG	1	<DELETED>	apply things like ice um to it
MSK0005	modifications	FINDING	1	<DELETED>	recommend some activity modifications so um at
MSK0005	increase	FINDING	1	<DELETED>	therapy um to increase mobility and strength
MSK0005	csection	PROCEDURE	1	c-section	for um a csection for uh my
MSK0005	csection	PROCEDURE	1	c-section	that an emergency csection uh no it
MSK0005	weights	SYMPTOM	1	weight's	loss no my weights been stable over
MSK0005	energys	FINDING	1	energy's	fatigue no my energys been good ok
MSK0005	couple	FINDING	1	<DELETED>	recommend um a couple of things to
MSK0005	couple	FINDING	1	<DELETED>	away in a couple of months with
MSK0006	numbness or tingling	FINDING	3	<UNKNOWN>	ok um any numbness or tingling yeah ive ive
MSK0006	stool incontinence	CONDITION	2	<DELETED>	urinary or um stool incontinence no no ok
MSK0006	chills fevers	SYMPTOM	2	<DELETED>	loss fevers or chills no fevers or chills uh
MSK0006	loss weight	FINDING	2	<UNKNOWN>	no no weight loss no weight loss fevers or
MSK0006	antalgic gait	FINDING	2	entalic	theres like an antalgic gait ok alright and
MSK0006	muscle aches	SYMPTOM	2	drugs on my legs	joint pains or muscle aches elsewhere no no
MSK0006	palpitations	FINDING	1	complications	any chest pain palpitations uh or dizziness
MSK0006	joint pains	SYMPTOM	2	drugs on my legs	you have any joint pains or muscle aches
MSK0006	amlodipine	DRUG	1	amlotipine	those i take amlodipine and um a
MSK0006	right leg	ANATOMY	2	<UNKNOWN>	just in your right leg right yeah any
MSK0006	buttocks	ANATOMY	1	buttock	starts on your buttocks kind of goes
MSK0006	wheezing	SYMPTOM	1	<DELETED>	of breath or wheezing no i havent
MSK0006	symptoms	SYMPTOM	1	<DELETED>	any having any symptoms like that ok
MSK0006	tylenol	DRUG	1	all	like advil and tylenol but thats it
MSK0006	limping	FINDING	1	in living	difficulty walking been limping oh i see
MSK0006	urinary	ANATOMY	1	school comments	right yeah any urinary or um stool
MSK0006	hearing	FINDING	1	hearings no kids	to your vision hearing smell or taste
MSK0006	hipbone	ANATOMY	1	bone	down on your hipbone do you feel
MSK0006	weight	SYMPTOM	1	way	elsewhere no no weight loss no weight
MSK0006	fevers	SYMPTOM	1	<DELETED>	no weight loss fevers or chills no
MSK0006	thighs	ANATOMY	1	leg size	of your legs thighs no no ok
MSK0006	lumbar	ANATOMY	1	<DELETED>	a lower lumbar lumbar um radiculopathy um
MSK0006	groin	ANATOMY	1	corner	about in the groin area no its
MSK0006	loss	FINDING	1	<DELETED>	loss no weight loss fevers or chills
MSK0006	legs	ANATOMY	1	leg size	um of your legs thighs no no
MSK0006	ill	SYMPTOM	1	i'll	alright um and ill just kind of
MSK0006	cut	ANATOMY	1	i've got	have yeah ive cut down over the
MSK0006	ill	SYMPTOM	1	i'll	alcohol um yeah ill have a beer
MSK0006	problem	PROCEDURE	1	problems	ok yeah no problem
MSK0006	sexual	FINDING	1	special	no ok any sexual dysfunction no i
MSK0006	couple	FINDING	1	<DELETED>	try a couple couple of like conservative
MSK0007	tendinopathy	CONDITION	1	<DELETED>	epicondylitis or a tendinopathy in that area
MSK0007	pains	SYMPTOM	1	pain's	better oh the pains been getting worse
MSK0007	ill	SYMPTOM	1	<DELETED>	drink alcohol um ill have a glass
MSK0007	ill	SYMPTOM	1	i'll	or anything else ill smoke a joint
MSK0008	antiinflammatories	DRUG	1	anti-inflammatories	like nsaids or antiinflammatories to help that
MSK0008	pain in calf	SYMPTOM	3	<UNKNOWN>	knee no any pain in the calf or the thigh
MSK0008	ecchymosis	FINDING	1	echimosis	joint swelling or ecchymosis or bruising it
MSK0008	painful	SYMPTOM	1	cause pain	knee that is painful to palpation at
MSK0008	knee	ANATOMY	1	<DELETED>	before to your knee or anything like
MSK0008	ill	SYMPTOM	1	<DELETED>	be comprehensive so ill run through a
MSK0009	gastrocnemius	ANATOMY	1	gastrocnemia	could be a gastrocnemius strain to the
MSK0009	ramipril	DRUG	1	ramapro okay	im taking a ramipril ok have you
MSK0009	crestor	DRUG	1	cruster	a like a crestor medication and then
MSK0009	x ray	PROCEDURE	2	x-ray	well as an x ray of the right
MSK0009	fall	FINDING	1	falls	especially after my fall so ive tried
MSK0009	fall	FINDING	1	footfall	from from the fall which could have
MSK0009	ill	SYMPTOM	1	<DELETED>	test yeah yeah ill try that and
MSK0009	csection	PROCEDURE	1	c-section	just besides a csection for one of
MSK0010	subacromial impingement syndrome	CONDITION	3	subachromial	cuff tear or subacromial impingement syndrome and so we
MSK0010	weight	SYMPTOM	1	weightlifting	worse with the weight lifting it sounds
MSK0010	others	DRUG	1	other	sleeping on the others on the right
MSK0010	advil	DRUG	1	village	more of the advil but thats about
MSK0010	x ray	PROCEDURE	2	x-ray	such as an x ray or mri to
MSK0011	pins and needles sensation	SYMPTOM	4	<UNKNOWN>	any kind of pins and needles sensation tingling or numbness
MSK0011	antiinflammatories	DRUG	1	anti-inflammatories	i tried some antiinflammatories that did help
MSK0011	right hand	ANATOMY	2	<DELETED>	ok and which right which hand is this its
MSK0011	multi vitamin	DRUG	2	multivitamin okay	all just a multi vitamin ok and vitamin
MSK0011	x ray	PROCEDURE	2	x-ray	check though on x ray and everything but
MSK0011	thumb	ANATOMY	1	thumb's kind of	fingers but my thumb is kinda out
MSK0011	ill	SYMPTOM	1	i'll	been well controlled ill use i havent
MSK0011	ill	SYMPTOM	1	i'll	just restarted and ill have to be
MSK0011	ill	SYMPTOM	1	oh	an average day ill probably i guess
MSK0012	feeling ok	SYMPTOM	2	<UNKNOWN>	that tingling burning feeling ok ok any recent
MSK0012	examining	FINDING	1	exactly	questions about just examining the areas that
MSK0012	vitamins	DRUG	1	<DELETED>	other but multi vitamins ok any allergies
MSK0012	x ray	PROCEDURE	2	x-ray	havent had an x ray we can do
MSK0012	x ray	PROCEDURE	2	x-ray	can do an x ray of your lower
MSK0012	ill	SYMPTOM	1	i'll	you drink alcohol ill have a glass
MSK0012	ill	SYMPTOM	1	i'll	do you think ill have it for
MSK0013	hypercholesterolemia	FINDING	1	hypercholesteroemia	with diabetes hypertension hypercholesterolemia obesity and and
MSK0013	atorvastatin	DRUG	1	toverstatin	ramipril im on atorvastatin yeah ok an
MSK0013	tingling	CONDITION	1	<DELETED>	numbness and tingling tingling do you feel
MSK0013	ramipril	DRUG	1	remapril i'm	acting im on ramipril im on atorvastatin
MSK0013	overtime	DRUG	1	time	a peripheral neuropathy overtime and you can
MSK0013	history	FINDING	1	you're	like the history history youre saying today
MSK0013	hearts	ANATOMY	1	heart's	feeling like your hearts racing no have
MSK0013	ill	SYMPTOM	1	i'll	it but then ill see them and
MSK0013	ill	SYMPTOM	1	i'll	the park like ill take off my
MSK0013	ill	SYMPTOM	1	i'll	of that like ill find it hard
MSK0013	ill	SYMPTOM	1	i'll	alcohol um yeah ill have some alcohol
MSK0013	ill	SYMPTOM	1	i'll	drinks per week ill have about 5
MSK0013	2 years	FINDING	2	two	the past like 2 years but recently ive
MSK0014	definitely	FINDING	1	definitely yeah	red it it definitely it definitely looks
MSK0014	furosemide	DRUG	1	fierosamide then a ramapurl	taking just um furosemide then ramipril for
MSK0014	pseudogout	CONDITION	1	pseudo-gout	be gout or pseudogout they do have
MSK0014	ramipril	DRUG	1	fierosamide then a ramapurl	um furosemide then ramipril for my blood
MSK0014	s reaction	PROCEDURE	2	what's	rash or sorry whats the reaction i dont really
MSK0014	couple	FINDING	1	<DELETED>	a couple a couple of stents put
MSK0015	developmental dysplasia of hip	CONDITION	4	<UNKNOWN>	hips dysplasia like developmental dysplasia of the hip so when she
MSK0015	transient synovitis	CONDITION	2	<UNKNOWN>	is something called transient synovitis where which can
MSK0015	transient synovitis	CONDITION	2	<UNKNOWN>	temperature pointing towards transient synovitis which is a
MSK0015	anti inflammatories	DRUG	2	anti-inflammatories	and can use anti inflammatories to help with
MSK0015	put weight	FINDING	2	<DELETED>	walk or put put weight on it ok
MSK0015	deformity	FINDING	1	different	any misalignment or deformity of the joints
MSK0015	breech	FINDING	1	breach	weeks she was breech at that time
MSK0015	foot	FINDING	1	<DELETED>	foot like a foot down so yeah
MSK0015	hurt	FINDING	1	<DELETED>	you mentioned her hurt hip any other
MSK0016	acromion process	ANATOMY	2	acronym	pain on the acromion process or the scapula
MSK0016	corticosteroids	DRUG	1	<DELETED>	we can try corticosteroids um and if
MSK0016	osteoarthritis	CONDITION	1	is	um i think osteoarthritis a few few
MSK0016	obesity class	FINDING	2	i have immunobesity	well or in obesity class one i think
MSK0016	relieve pain	DRUG	2	<DELETED>	some nsaids to relieve pain um and if
MSK0016	ring finger	ANATOMY	2	<DELETED>	ring finger and ring finger ok and maybe
MSK0016	thyroxine	DRUG	1	<DELETED>	um like uh thyroxine for that and
MSK0016	wheezing	SYMPTOM	1	<DELETED>	cough ok um wheezing or shortness of
MSK0016	surgery	FINDING	1	<DELETED>	can also discuss surgery sometime down the
MSK0016	wrists	ANATOMY	1	wrist	um palpate your wrists both sides medial
MSK0016	wrist	ANATOMY	1	wrists	now with my wrist or my hand
MSK0016	nerve	ANATOMY	1	nerve-damaging	obesity um any nerve damaging conditions like
MSK0016	stis	CONDITION	1	sti	any concerns for stis no im just
MSK0016	hand	FINDING	1	hands	instead invert your hand so that the
MSK0016	ill	SYMPTOM	1	i	you drink um ill have wine every
MSK0016	5 to 10 cigarettes	FINDING	4	five	smoke about um 5 to 10 cigarettes per day ok
MSK0016	problem	PROCEDURE	1	<DELETED>	you yeah no problem
MSK0017	referral to physical therapy	PROCEDURE	4	<DELETED>	help um so referral to physical therapy or physiotherapy um
MSK0017	history and physical exam	FINDING	4	<UNKNOWN>	diagnose that on history and physical exam um but if
MSK0017	anti inflammatories	DRUG	2	<DELETED>	took some um anti inflammatories and it went
MSK0017	nausea or vomiting	FINDING	3	now you're	and then uh nausea or vomiting nope nothing like
MSK0017	severe back pain	SYMPTOM	3	<DELETED>	if you have severe back pain and muscle spasms
MSK0017	muscle spasms	SYMPTOM	2	<DELETED>	back pain and muscle spasms um and you
MSK0017	physiotherapy	PROCEDURE	1	<DELETED>	physical therapy or physiotherapy um can help
MSK0017	inflammation	CONDITION	1	<DELETED>	well with the inflammation um so well
MSK0017	medications	DRUG	1	<DELETED>	can help uh medications like nsaids can
MSK0017	right knee	ANATOMY	2	<DELETED>	like your right right knee and your left
MSK0017	management	PROCEDURE	1	<DELETED>	we try some management and treatment plans
MSK0017	management	PROCEDURE	1	<DELETED>	in terms of management for right now
MSK0017	very short	FINDING	2	<DELETED>	bed rest uh very short term though um
MSK0017	definitely	FINDING	1	<DELETED>	um and you definitely shouldnt be doing
MSK0017	treatment	PROCEDURE	1	<DELETED>	some management and treatment plans it doesnt
MSK0017	activity	FINDING	1	<DELETED>	now um modified activity at work um
MSK0017	bed rest	PROCEDURE	2	<DELETED>	some short term bed rest uh very short
MSK0017	bed rest	PROCEDURE	2	<DELETED>	though um and bed rest is only really
MSK0017	physical	PROCEDURE	1	<DELETED>	48 hours and physical activity can help
MSK0017	activity	FINDING	1	<DELETED>	hours and physical activity can help um
MSK0017	imaging	FINDING	1	<DELETED>	we do recommend imaging including an mri
MSK0017	muscles	ANATOMY	1	<DELETED>	um strengthen those muscles and then ice
MSK0017	x rays	PROCEDURE	2	x-rays	i need any x rays or like what
MSK0017	nsaids	DRUG	1	<DELETED>	uh medications like nsaids can help as
MSK0017	rehab	PROCEDURE	1	<DELETED>	can help in rehab and theyll give
MSK0017	ill	SYMPTOM	1	i'll	healed uh sometimes ill get um like
MSK0017	ill	SYMPTOM	1	i'll	marijuana uh sometimes ill have like uh
MSK0017	ill	SYMPTOM	1	i'll	consume alcohol yeah ill have a couple
MSK0017	mri	PROCEDURE	1	<DELETED>	imaging including an mri so uh in
MSK0017	ice	DRUG	1	<DELETED>	muscles and then ice and heating packs
MSK0017	exercises	PROCEDURE	1	<DELETED>	give you some exercises that you can
MSK0017	part part	ANATOMY	2	<UNKNOWN>	i can get part part way down you
MSK0018	acromion process	ANATOMY	2	chromian	pain in the acromion process and scapula um
MSK0018	muscle weakness	CONDITION	2	possible	how about any muscle weakness um in that
MSK0018	range of motion	PROCEDURE	3	<DELETED>	to restore some range of motion does that sound
MSK0018	deformity	FINDING	1	it	skin changes um deformity i i do
