file_id	term	category	length	parakeet_sub	ref_context
D0420-S1-T05	gentle	DRUG	1	<DELETED>	the first of gentle and release occurs
D0420-S1-T05	hyper	CONDITION	1	hypervigilance	what we call hyper-vigilance so you're their
D0420-S1-T05	sign	FINDING	1	fine yeah	you oh june sign okay right so
D0420-S1-T05	promise	DRUG	1	promised	and i absolutely promise that i would
D0420-S1-T05	sitting	FINDING	1	and	this you're pretty sitting active and also
D0420-S1-T05	wearing	FINDING	1	worrying	really do start wearing yes so i
D0420-S2-T01	comfortable	FINDING	1	the uncomfortable	me and then comfortable feeling my brain
D0420-S2-T01	wellbutrin	DRUG	1	welbutrin produced	generic producers of wellbutrin produce some bad
D0420-S2-T01	wellbutrin	DRUG	1	welbutrin	trouble with the wellbutrin i don't know
D0420-S2-T01	wellbutrin	DRUG	1	welbutrin	go back on wellbutrin especially because the
D0420-S2-T01	wellbutrin	DRUG	1	welbutrin	stuff in the wellbutrin doesn't i think
D0420-S2-T01	wellbutrin	DRUG	1	welbutrin	possible that the wellbutrin wasn't working because
D0420-S2-T01	wellbutrin	DRUG	1	wilbutrin	really seems like wellbutrin and disappear mean
D0420-S2-T01	seroquel	DRUG	1	ceracol	75 mg of seroquel and 25 whatever
D0420-S2-T01	klonopin	DRUG	1	clonopin	is milligrams of klonopin and have you
D0420-S2-T01	klonopin	DRUG	1	clonopin	to take additional klonopin that's all your
D0420-S2-T01	klonopin	DRUG	1	clonopin	just took the klonopin if it's not
D0420-S2-T01	klonopin	DRUG	1	clonopin	to use additional klonopin it's okay for
D0420-S2-T01	klonopin	DRUG	1	clonopen	to take a klonopin i don't even
D0420-S2-T01	klonopin	DRUG	1	the clonopen	know if a klonopin is working at
D0420-S2-T01	klonopin	DRUG	1	clonopen	of that additional klonopin sort of on
D0420-S2-T01	seroquel	DRUG	1	seraquil	i wasn't on seroquel it's usually there
D0420-S2-T01	arrested	CONDITION	1	an artist resident	be in our arrested in i'm not
D0420-S2-T01	klonopin	DRUG	1	clonopin	a little more klonopin but i don't
D0420-S2-T01	schedule	PROCEDURE	1	scheduled	rest of july schedule we do i
D0420-S2-T01	despair	SYMPTOM	1	dyspiramine	any better than despair mean in what
D0420-S2-T01	despair	SYMPTOM	1	dyspiramine	more on the despair mean and that
D0420-S2-T01	water	PROCEDURE	1	of	feeling like a water time i'm having
D0420-S2-T01	able	FINDING	1	lethargy	it wasn't really able sargi i wasn't
D0420-S2-T01	hurt	FINDING	1	to do	that i was hurt you how do
D0420-S2-T01	life	PROCEDURE	1	life's	were or just life stressors that it
D0420-S2-T01	back	ANATOMY	1	that	when i get back bad as soon
D0420-S2-T01	best	CONDITION	1	that's true	for a hug best room if there's
D0420-S2-T01	die	ANATOMY	1	dye	be productive and die the wall i
D0420-S2-T01	die	ANATOMY	1	dye	i had to die one thing but
D0420-S2-T01	die	ANATOMY	1	dye four skeins	i decided to die for scanes of
D0420-S2-T01	klonopins	DRUG	1	klonopin	day or something klonopins unless it is
D0420-S2-T01	sitting	FINDING	1	sydney	at things like sitting made dinner i
D0420-S2-T01	defects	CONDITION	1	mood effects	don't have no defects in the spring
D0420-S2-T01	talked	CONDITION	1	is topped	my brain functionalities talked right now i
D0420-S2-T01	talked	CONDITION	1	talk	tv and they talked about serotonin levels
D0420-S2-T01	summer summer	FINDING	2	<UNKNOWN>	was a temporary summer summer position and i
D0420-S3-T01	mental illness	FINDING	2	menu	history or any mental illness or other medical
D0420-S3-T01	night nurse	DRUG	2	nightmares	sleep sleep brings night nurse with it and
D0420-S3-T01	nightmares	CONDITION	1	night	up from my nightmares and feel and
D0420-S3-T01	worried	FINDING	1	worry	was i also worried about how the
D0420-S3-T01	memory	FINDING	1	memories	having any distressing memory is that you
D0420-S3-T01	talks	FINDING	1	talked	and just basically talks about things that
D0420-S3-T01	spell	SYMPTOM	1	felt	how do you spell depressed i have
D0420-S3-T01	close	FINDING	1	closed-up	sleep in the close-up garage that was
D0420-S3-T01	hyper	CONDITION	1	hypervigilance	event arousal or hyper-vigilance and avoidance these
D0420-S3-T01	hurt	FINDING	1	heard of	how do you hurt a post-traumatic stress
D0420-S3-T02	psychological	CONDITION	1	<DELETED>	testing with a psychological psychologist and then
D0420-S3-T02	overdiagnosis	FINDING	1	it	people can often overdiagnosis that's largely because
D0420-S3-T02	difficulty	FINDING	1	difficulties	those sort of difficulty should increase or
D0420-S3-T02	prescribed	PROCEDURE	1	<DELETED>	what is a prescribed stimulants for people
D0420-S3-T02	don't know	FINDING	2	oh no	the checklist i don't know i was pretty
D0420-S3-T02	don't know	FINDING	2	oh no	get it i don't know what does he
D0420-S3-T02	parachute	FINDING	1	parachuting	bracelets out of parachute cord that he
D0420-S3-T02	klonopin	DRUG	1	clonopin	better than the klonopin so it's kind
D0420-S3-T02	brushing	PROCEDURE	1	rushing	but i've been brushing him out of
D0420-S3-T02	aveeno	DRUG	1	know	of questions yeah aveeno mild moderate or
D0420-S3-T02	bright	FINDING	1	right	watch the game bright you know it's
D0420-S3-T02	times	CONDITION	1	<DELETED>	trouble focusing often times and so with
D0420-S3-T02	found	FINDING	1	newfound	thoughts about your new-found calmness why why
D0420-S3-T02	skip	FINDING	1	to get	them so you skip pissed off at
D0420-S3-T02	turn	FINDING	1	good	less and less turn sunday morning was
D0420-S3-T02	wind	SYMPTOM	1	whined	he kind of wind a little bit
D0420-S3-T02	cars	PROCEDURE	1	is	way a bumper cars shaped oh okay
D0420-S3-T02	cvs	FINDING	1	cds in	you go to cvs and the other
D0420-S3-T02	ass	CONDITION	1	ass	not an actual cover-your-ass it's just ray
D0420-S3-T02	adderal	DRUG	1	adderall	going to get adderal in this is
D0420-S3-T02	adderal	DRUG	1	adderall	wondering if the adderal works how much
D0420-S3-T02	5 years ago	FINDING	3	five	10 years ago 5 years ago two years ago
D0420-S3-T03	knowledge	FINDING	1	acknowledged	that part isn't knowledge so there's no
D0420-S3-T03	knowledge	FINDING	1	it	sometimes for me knowledge is a really
D0420-S3-T03	write	FINDING	1	right well	to the next write will a piece
D0420-S3-T03	frank	CONDITION	1	franco our	yeah my friend frank or friend prank
D0420-S3-T03	art	DRUG	1	there are	it's hard your art some real ways
D0420-S3-T03	add	CONDITION	1	adds	the distance just add some extra logistical
D0420-S3-T03	helping	DRUG	1	hoping they'll	for you you're helping though actually help
D0420-S3-T03	san antonio san antonio	FINDING	4	<UNKNOWN>	have been in san antonio san antonio or in austin
D0420-S4-T01	don't know	FINDING	2	<UNKNOWN>	used to i don't know him that much
D0420-S4-T01	4 times	FINDING	2	four	a girl like 4 times a year the
D0420-S4-T01	worried	FINDING	1	worries	fair amount and worried about him a
D0420-S4-T01	copper	DRUG	1	copoplane	it maybe the copper play i don't
D0420-S4-T01	dull	SYMPTOM	1	an adult	i'm just a dull in the cub
D0420-S4-T01	west	CONDITION	1	lysimic cut	what's that the west series cast less
D0420-S4-T01	pass	FINDING	1	den slash pack	between dens last pass he is a
D0420-S4-T01	ski	ANATOMY	1	skate	teach kids to ski i would think
D0420-S4-T01	sit	FINDING	1	sits	if he just sit around the house
D0420-S4-T01	sum	ANATOMY	1	some too	she does that sum to but sometimes
D0420-S4-T02	bleeding	CONDITION	1	fleeting thought	of had this bleeding clot like maybe
D0420-S4-T02	location	ANATOMY	1	them the cocaine habit	constantly changing my location and hub it
D0420-S4-T02	feeding	PROCEDURE	1	<DELETED>	that he was feeding feeling like that's
D0420-S4-T02	tylenol	DRUG	1	tyl	medications to take tylenol so maybe i'm
D0420-S4-T02	allergy	FINDING	1	energy	have a high allergy and i can
D0420-S4-T02	classes	PROCEDURE	1	is	friends like oh classes optional and i
D0420-S4-T02	feeding	PROCEDURE	1	started binge eating	again start been feeding not eating but
D0420-S4-T02	morphin	DRUG	1	into	it sort of morphin something different now
D0420-S4-T02	stress	FINDING	1	distress as	expressing one's the stress is laid back
D0420-S4-T02	stress	FINDING	1	stressed	feel all that stress about it at
D0420-S4-T02	travel	PROCEDURE	1	trouble	was like some travel we didn't think
D0420-S4-T02	change	PROCEDURE	1	changed	sophomore year that change that because all
D0420-S4-T02	aleve	DRUG	1	relief	taking too much aleve for my sensitive
D0420-S4-T02	aleve	DRUG	1	leave	it so much aleve is like two
D0420-S4-T02	aleve	DRUG	1	leave	supposed to take aleve or motrin or
D0420-S4-T02	lives	FINDING	1	lived in	with us who lives and kind of
D0420-S4-T02	snore	SYMPTOM	1	snort	so i didn't snore any of the
D0420-S4-T02	drugs	PROCEDURE	1	drug	very very hard drugs and i was
D0420-S4-T02	speak	FINDING	1	fake	attention i can speak it better at
D0420-S4-T02	drugs	PROCEDURE	1	drug habit	know how my drugs have it fits
D0420-S4-T02	sleep	DRUG	1	was an athlete	i wasn't a sleep so you know
D0420-S4-T02	task	DRUG	1	tasks	thinking about work task because it's only
D0420-S4-T02	back	ANATOMY	1	back	so calm and laid-back all the time
D0420-S4-T02	lice	CONDITION	1	laced	didn't do something lice and i didn't
D0420-S4-T02	coke	DRUG	1	cocaine experience	happening that bad coke me an experiment
D0420-S4-T02	body	ANATOMY	1	is	belong in my body's going to kill
D0420-S4-T02	coke	DRUG	1	cocaine	people do take coke to concentrate yeah
D0420-S4-T02	clot	DRUG	1	fleeting thought	had this bleeding clot like maybe i'm
D0420-S4-T02	easy	FINDING	1	eat	tv it was easy i would turn
D0420-S4-T02	now right	FINDING	2	no	but not usually now right yeah not usually
D0420-S4-T02	and structured	ANATOMY	2	in	might function better and structured environment totally that
D0420-S4-T02	lights	CONDITION	1	else liked to	knew that alex lights 2 we used
D0420-S4-T02	health	PROCEDURE	1	<DELETED>	just never eat health healthy whatever we
D0421-S1-T01	comfortable	FINDING	1	uncomfortable	but it's really comfortable and not something
D0421-S1-T01	destruction	PROCEDURE	1	distraction component	can add that destruction the phone in
D0421-S1-T01	imipramine	PROCEDURE	1	immiprimine	know if the imipramine has stopped working
D0421-S1-T01	wellbutrin	DRUG	1	welbuterin	back on the wellbutrin because it's really
D0421-S1-T01	5 minutes	PROCEDURE	2	five	were like maybe 5 minutes or so that's
D0421-S1-T01	5 minutes	PROCEDURE	2	five	a really uncomfortable 5 minutes it can feel
D0421-S1-T01	strapping	PROCEDURE	1	it's trapping	feels like a strapping you know not
D0421-S1-T01	knowledge	FINDING	1	acknowledging a	for dinner and knowledge in your birthday
D0421-S1-T01	5 minutes	PROCEDURE	2	five	of thought for 5 minutes if it's not
D0421-S1-T01	seroquel	DRUG	1	seraquil	back on the seroquel that's unusual for
D0421-S1-T01	seroquel	DRUG	1	seraquel	back on the seroquel is it just
D0421-S1-T01	seroquel	DRUG	1	so	not on the seroquel i think it's
D0421-S1-T01	seroquel	DRUG	1	seraquel	like it the seroquel isn't going to
D0421-S1-T01	seroquel	DRUG	1	seraquel	let's give the seroquel some more time
D0421-S1-T01	engaged	FINDING	1	<DELETED>	able to get engaged in a little
D0421-S1-T01	ambien	DRUG	1	ambient	bother taking an ambien or you know
D0421-S1-T01	nyquil	DRUG	1	quill	or you know nyquil or what was
D0421-S1-T01	breast	PROCEDURE	1	breaths	taking some deep breast sometimes that house
D0421-S1-T01	walks	FINDING	1	locks	to go on walks i really do
D0421-S1-T01	snow	DRUG	1	snowstorms	know all these snow storms feel like
D0421-S1-T01	back	ANATOMY	1	that	bag and lay back over your chest
D0421-S1-T01	worm	CONDITION	1	warmth	see if the worm is soothing or
D0421-S1-T01	pop	ANATOMY	1	plow the	they're going to pop a parking lot
D0421-S1-T01	jet	CONDITION	1	death	better option than jet and it's even
D0421-S1-T01	sitting	FINDING	1	sitting	weeks that i'm house-sitting for my parents
D0421-S1-T01	option	FINDING	1	options	you had no option and was going
D0421-S1-T01	please	FINDING	1	leave	give yourself permission please i don't want
D0421-S1-T02	person 3	FINDING	2	<UNKNOWN>	a physician in person every 3 months because of
D0421-S1-T02	sleep problem	CONDITION	2	<UNKNOWN>	would fix my sleep problem and why wasn't
D0421-S1-T02	don't know	FINDING	2	<UNKNOWN>	me because i don't know he says my
D0421-S1-T02	trazodone	DRUG	1	trazodome	besides ambien and trazodone she was the
D0421-S1-T02	stopping	DRUG	1	being	tomorrow if they stopping good what's that
D0421-S1-T02	hoarding	CONDITION	1	horrified	where i was hoarding pills and i
D0421-S1-T02	ambien	DRUG	1	ambient	other things besides ambien and trazodone she
D0421-S1-T02	stress	FINDING	1	that's stressful	something out that stress on you if
D0421-S1-T02	tired	SYMPTOM	1	kind	know i've been tired of having this
D0421-S1-T02	times	CONDITION	1	<DELETED>	be reset often times when people have
D0421-S1-T02	david	CONDITION	1	and	boston what did david i want he
D0421-S1-T02	strep	CONDITION	1	this trip	your booking a strep the schedule is
D0421-S1-T02	hand	FINDING	1	on the other hand	their spouse another hand you could you
D0421-S1-T02	jerk	FINDING	1	dirt	this is your jerk cloud on a
D0421-S1-T02	ice	DRUG	1	i	on how much ice depending on how
D0421-S1-T02	ativan	DRUG	1	to use	a script for ativan used as an
D0421-S1-T02	particular or particularly	FINDING	3	<DELETED>	find you a particular or particularly difficult to understand
D0421-S1-T03	very much	FINDING	2	<DELETED>	that's okay thanks very much okay so i
D0421-S1-T03	not well	FINDING	2	<UNKNOWN>	don't know some not well defined apprehension about
D0421-S1-T03	options	FINDING	1	<DELETED>	with in those options people feel trapped
D0421-S1-T03	options	FINDING	1	<DELETED>	none of their options are okay then
D0421-S1-T03	options	FINDING	1	<DELETED>	we make the options available to you
D0421-S1-T03	write	FINDING	1	right	or happy but write the former is
D0421-S1-T03	problem	PROCEDURE	1	them	well as in problem and that they
D0421-S1-T03	ladder	CONDITION	1	latter	internal and the ladder is internal but
D0421-S1-T03	option	FINDING	1	options seemed	and how the option seems bad because
D0421-S1-T04	8th grade	FINDING	2	eighth	she was in 8th grade she went through
D0421-S1-T04	greeting	FINDING	1	grieving	he's basically been greeting her existence ever
D0421-S1-T04	comfort	DRUG	1	comforts	it kind of comfort for me i
D0421-S1-T04	renewal	DRUG	1	renewals	do their contract renewal somewhere around spring
D0421-S1-T04	release	PROCEDURE	1	but in a	way that's a release there's any way
D0421-S1-T04	field	PROCEDURE	1	theologians	of really terrible field agents out there
D0421-S1-T04	else	FINDING	1	<DELETED>	thinking about anything else that was all
D0421-S1-T04	hurt	FINDING	1	her	with yourself and hurt at the same
D0421-S1-T04	talked	CONDITION	1	talk	feel like we talked a lot about
D0421-S1-T04	talked	CONDITION	1	talk	and then we talked about it let's
D0421-S1-T05	cochlear implant	PROCEDURE	2	anti-cochlear implants	she's pretty anti cochlear implant and pretty firmly
D0421-S1-T05	healthcare	PROCEDURE	1	care	involved in mental healthcare basically she doesn't
D0421-S1-T05	objective	PROCEDURE	1	that objectivity	just realized an objective it e was
D0421-S1-T05	hearing	FINDING	1	bearing	as much help hearing those things or
D0421-S1-T05	fever	FINDING	1	fear	a description as fever in some ways
D0421-S1-T05	sucks	FINDING	1	<DELETED>	like that really sucks that was really
D0421-S1-T05	3 hours	FINDING	2	three	for a couple 3 hours on friday if
D0421-S1-T05	ladder	CONDITION	1	latter	sort of the ladder and today is
D0421-S2-T01	couples therapy	PROCEDURE	2	in couple	get divorced and couples therapy i have to
D0421-S2-T01	couples therapy	PROCEDURE	2	couple's	sits in a couples therapy and says i
D0421-S2-T01	criticizing	FINDING	1	<DELETED>	of rage and criticizing criticism and he's
D0421-S2-T01	protection	FINDING	1	<DELETED>	your own self protection you might go
D0421-S2-T01	don't know	FINDING	2	<UNKNOWN>	weeks ago i don't know i'm sorry okay
D0421-S2-T01	7th grade	FINDING	2	in seventh	a poem and 7th grade and his teacher
D0421-S2-T01	5 minutes	PROCEDURE	2	five	it for like 5 minutes and then she's
D0421-S2-T01	stopping	DRUG	1	sobbing	he wasn't like stopping and but he
D0421-S2-T01	flushes	SYMPTOM	1	fleshes	it kind of flushes out a little
D0421-S2-T01	parrot	CONDITION	1	parent	not but his parrot sounds like that
D0421-S2-T01	remind	PROCEDURE	1	i mean	what i mean remind me tuesday morning
D0421-S2-T01	hyper	CONDITION	1	hyper-attentive	to really happy hyper attentive towards me
D0421-S2-T01	moves	FINDING	1	moods	his when the moves are really impressive
D0421-S2-T01	light	PROCEDURE	1	lighthearted	to keep it light-hearted for a little
D0421-S2-T01	calm	PROCEDURE	1	calmed	and then he calm down like he
D0421-S2-T01	park	CONDITION	1	placate	i'm going to park it and kowtow
D0421-S2-T01	counselors	FINDING	1	us	she tries to counselors like we are
D0421-S2-T01	counselors	FINDING	1	us	she tries to counselors like ivan isn't
D0421-S2-T01	separate	FINDING	1	<DELETED>	going to separate separate spaces right now
D0421-S2-T01	her problems	FINDING	2	<UNKNOWN>	my mom about her problems and her marriage
D0421-S2-T01	problem	PROCEDURE	1	that's problematic if	about anything this problem that i just
D0421-S2-T01	talked	CONDITION	1	talk	that we never talked about ivan's depression
D0421-S2-T01	talked	CONDITION	1	talk	the things you talked about at home
D0421-S2-T02	combinations	DRUG	1	combination	really ugly color combinations i could do
D0421-S2-T02	worried	FINDING	1	worrying	it is usually worried about not having
D0421-S2-T02	process	ANATOMY	1	stock pasta	i could stop process that would be
D0421-S2-T02	dress	CONDITION	1	it's the stress	work is this dress like the preparation
D0421-S2-T02	signs	FINDING	1	sign from	you see the signs on the highway
D0421-S2-T02	back	ANATOMY	1	bed	crumbs on the back he doesn't like
D0421-S2-T02	seed	PROCEDURE	1	seat	fear has its seed in there and
D0421-S2-T02	mine	PROCEDURE	1	my	that door between mine and ryan's room
D0421-S2-T02	cat	PROCEDURE	1	cats there	they're really nice cat slayer that will
D0421-S2-T02	die	ANATOMY	1	teaspoon of dye that	is going to die but i'm using
D0421-S2-T02	die	ANATOMY	1	don't	disappointed if i die set one goal
D0421-S2-T02	and right	ANATOMY	2	<UNKNOWN>	would be fine and right george on it
D0421-S2-T02	and right	ANATOMY	2	him	of what's limiting and right now it does
D0421-S2-T02	problem	PROCEDURE	1	but	be a good problem maybe i'll be
D0421-S2-T02	pierce	PROCEDURE	1	for yourself	break this rule pierce off of eating
D0421-S2-T02	count count	PROCEDURE	2	<UNKNOWN>	i'm not saying count count your calories because
D0421-S3-T01	brushing teeth	PROCEDURE	2	<DELETED>	the and the brushing teeth method man eating
D0421-S3-T01	cannot cope	FINDING	2	couldn't	she just really cannot cope with like doing
D0421-S3-T01	discipline	PROCEDURE	1	disciplines her	neither of them discipline sir and in
D0421-S3-T01	financial	PROCEDURE	1	could have	get as much financial er yeah and
D0421-S3-T01	suicidal	CONDITION	1	suicidally	depressed like borderline suicidal a depressed and
D0421-S3-T01	medicine	DRUG	1	madison	at night which medicine didn't like they've
D0421-S3-T01	walking	FINDING	1	fucking	aren't covered in walking legos and like
D0421-S3-T01	missing	FINDING	1	misbehaving	that hurricane is missing hate that are
D0421-S3-T01	mending	DRUG	1	and demanding	of the ground mending more water than
D0421-S3-T01	chicken	DRUG	1	sleep in sheets	not having your chicken sleeping sheet that
D0421-S3-T01	parrot	CONDITION	1	put it	you know lazy parrot are you familiar
D0421-S3-T01	5 or 6	FINDING	3	five	5 or something 5 or 6 or something like
D0421-S3-T01	raped	FINDING	1	just raking them	stuff is just raped yeah and what
D0421-S3-T01	bleed	CONDITION	1	<DELETED>	trying to just bleed to get the
D0421-S3-T01	sweat	FINDING	1	want	your kid not sweat the bed and
D0421-S3-T01	date	DRUG	1	dates he'll	we were on date to pretend everything
D0421-S3-T01	rich	CONDITION	1	ritual	going for the rich fool trying to
D0421-S3-T01	back	ANATOMY	1	<DELETED>	she didn't text back this was christopher
D0421-S3-T01	13b	ANATOMY	1	be	no matter what 13b i mean a
D0421-S3-T01	cat	PROCEDURE	1	kid	i read the cat a story and
D0421-S3-T01	vertebral	ANATOMY	1	that sort of vernable	that's for the vertebral out of control
D0421-S3-T01	rapping	PROCEDURE	1	rocking	they're saying is rapping you yeah it's
D0421-S3-T01	2 years	FINDING	2	two	drive for like 2 years like it's pretty
D0421-S3-T01	screens	PROCEDURE	1	spoons	all of the screens and drop tops
D0421-S3-T01	aspects	PROCEDURE	1	aspect	physical and sexual aspects of the relationship
D0421-S3-T01	laying	FINDING	1	<DELETED>	just do i laying on it with
D0421-S3-T02	asked question	FINDING	2	<UNKNOWN>	i think you asked a question did i feel
D0421-S3-T02	expressed	LAB_RESULT	1	expresses	i think that expressed my feelings about
D0421-S3-T02	contacts	PROCEDURE	1	context	it's particularly frustrating contacts to hear like
D0421-S3-T02	contacts	PROCEDURE	1	context	or no other contacts i have something
D0421-S3-T02	married	FINDING	1	tanya's roommate at william and mary a	i will even married very good friend
D0421-S3-T02	affect	PROCEDURE	1	affects	affected funniest illness affect her and sort
D0421-S3-T02	stress	FINDING	1	trust	arbitrary amount of stress not because it's
D0421-S3-T02	asleep	FINDING	1	asleep	as i'm still half-asleep so yesterday she
D0421-S3-T02	commit	DRUG	1	commitment answers	your commitment to commit answer that being
D0421-S3-T02	talks	FINDING	1	talked	yes and she talks about it in
D0421-S3-T02	carry	FINDING	1	hear	very frustrating to carry like i guess
D0421-S3-T02	chill	SYMPTOM	1	to	you're practically committed chill and that you
D0421-S3-T02	back	ANATOMY	1	in fact tanya	better when i'm back on yet is
D0421-S3-T02	hand	FINDING	1	hand	that usually goes hand-in-hand with the other
D0421-S3-T02	hand	FINDING	1	hand	that usually goes hand-in-hand with the other
D0421-S3-T02	card	CONDITION	1	current	come on a card investment maybe it's
D0421-S3-T02	men	CONDITION	1	meant	whether this was men and so we
D0421-S3-T02	bra	ANATOMY	1	brought that to	also been like bra that's why our
D0421-S3-T02	and part	ANATOMY	2	in	you know it's and part of the thing
D0421-S3-T02	did preparations	DRUG	2	<UNKNOWN>	saying that i did all the preparations for candice to
D0421-S3-T03	ask question	FINDING	2	asked the	understand why you ask a question before is sort
D0421-S3-T03	ask question	FINDING	2	asked	the class or ask a question she will look
D0421-S3-T03	ask question	FINDING	2	<UNKNOWN>	someone will eventually ask a question but so do
D0421-S3-T03	prescribed	PROCEDURE	1	i've perturbed	real sense i prescribed it in the
D0421-S3-T03	don't know	FINDING	2	<DELETED>	letting things i don't know ashley have any
D0421-S3-T03	stalking	FINDING	1	talking	person is usually stalking usually there's lots
D0421-S3-T03	contacts	PROCEDURE	1	contexts	about my other contacts also but sometimes
D0421-S3-T03	nomadic	FINDING	1	no meta-confused	on earth no nomadic infused we're doing
D0421-S3-T03	pulling	FINDING	1	play	the same time pulling into it and
D0421-S3-T03	serious	FINDING	1	curious	question but i'm serious about this do
D0421-S3-T03	civ	PROCEDURE	1	proposive in	you're very proposed civ and what you
D0421-S3-T03	sad	CONDITION	1	said	he sort of sad but also not
D0421-S3-T03	fox	CONDITION	1	fact space	them into the fox say so but
D0421-S3-T03	fox	CONDITION	1	facts	by processing the fox you can also
D0421-S3-T03	talked	CONDITION	1	talk	i recognized we talked and that in
D0421-S3-T04	definitely	FINDING	1	<DELETED>	kind of i definitely feel kind of
D0421-S3-T04	don't know	FINDING	2	<DELETED>	any of i don't know of any hate
D0421-S3-T04	melancholy	CONDITION	1	a melancholiness	think just the melancholy in us that's
D0421-S3-T04	underarm	ANATOMY	1	humdrum	reading a regular underarm life and that's
D0421-S3-T04	chest	FINDING	1	cheshire	about happening in chest higher it's weird
D0421-S3-T04	hyper	CONDITION	1	hyperviligences	traumatized there's this hyper village inns is
D0421-S3-T04	hyper	CONDITION	1	hyperviligent	a form of hyper villages waiting for
D0421-S3-T04	mouse	PROCEDURE	1	mouth	has a big mouse it's like there's
D0421-S3-T04	life	PROCEDURE	1	you're like	that point your life well this guy
D0421-S3-T04	pass	FINDING	1	psychopathic	you became really psycho-pass matic after your
D0421-S3-T04	cut	ANATOMY	1	could have	the house they cut up yeah but
D0421-S3-T04	essential	DRUG	1	<DELETED>	up the exit essential stuff that i
D0421-S3-T04	reverse	DRUG	1	perversely freeing	about there's something reverse leaf ring and
D0421-S3-T05	ask question	FINDING	2	<UNKNOWN>	led me to ask that question part of my
D0421-S3-T05	asked question	FINDING	2	<UNKNOWN>	and so i asked a question believing that it
D0421-S3-T05	ask question	FINDING	2	asked	pause after you ask the question how i been
D0421-S3-T05	instability	FINDING	1	incivility	into zones of instability and we're small
D0421-S3-T05	don't know	FINDING	2	had done	pretty close i don't know another thing i
D0421-S3-T05	contacts	PROCEDURE	1	<DELETED>	this is with contacts if i'm understanding
D0421-S3-T05	ocean	DRUG	1	<DELETED>	the post office ocean want to send
D0421-S3-T05	genetic	PROCEDURE	1	<DELETED>	are presumed genetic genetic and some of
D0421-S3-T05	couple	FINDING	1	several	for the next couple years on another
D0421-S3-T05	carrie	FINDING	1	carry	to sort of carrie other people sorrow
D0421-S3-T05	talked	CONDITION	1	talk	but mostly i talked about bad things
D0422-S1-T01	junctional rhythm	CONDITION	2	the conjunctional	call it become junctional rhythm and he woke
D0422-S1-T01	don't know	FINDING	2	<DELETED>	about it i don't know well i could
D0422-S1-T01	encounter	PROCEDURE	1	inhale	for your next encounter as you inhale
D0422-S1-T01	decrease	FINDING	1	decreased	standing benefit of decrease anxiety increase acceptance
D0422-S1-T01	shocking	CONDITION	1	<DELETED>	him and how shocking up exhale and
D0422-S1-T01	releases	PROCEDURE	1	as	like and then releases you ask about
