file_id	position	type	parakeet_word	medasr_word
D0420-S2-T01	4219	sub	life's	life
D0420-S2-T01	4232	sub	upset	ast
D0420-S2-T01	4424	ins		first itp
D0420-S2-T01	4441	sub	1 000 i'm	dos i am
D0420-S2-T01	4485	sub	whether	ther
D0420-S2-T01	4662	ins		one
D0420-S2-T01	4707	sub	clonopin	klonopin
D0420-S2-T01	4947	sub	sunlight	light
D0420-S2-T01	4983	sub	sunlight	light
D0420-S2-T01	5213	ins		release
D0420-S3-T01	193	sub	irritable	able
D0420-S3-T01	496	sub	that is	gotest grade
D0420-S3-T01	839	sub	grandmother	ther
D0420-S3-T01	847	ins		sleep
D0420-S3-T01	1804	ins		hyper
D0420-S3-T02	277	sub	pissed	ped
D0420-S3-T02	474	sub	oftentimes	times
D0420-S3-T02	1108	ins		that mes
D0420-S3-T02	1171	sub	mess	mes
D0420-S3-T02	1930	sub	hear in jess's	hearing just his
D0420-S3-T02	3535	sub	this	coe
D0420-S3-T02	3829	sub	mountain	mount
D0420-S3-T02	3869	ins		run
D0420-S3-T02	3874	sub	tow rope they've	toe ro they
D0420-S3-T02	4224	sub	sensitive	sens
D0420-S3-T02	4289	sub	sensitive	sens
D0420-S3-T02	4558	sub	they also made	level ofeiness pph
D0420-S3-T02	4662	sub	he's	css
D0420-S3-T02	4667	sub	i	tal
D0420-S3-T03	167	ins		stand
D0420-S3-T03	911	sub	in	imp
D0420-S3-T03	2322	sub	it	at
D0420-S3-T03	3420	ins		foot
D0420-S3-T03	3814	ins		hand
D0420-S4-T01	543	sub	i	ple
D0420-S4-T01	707	ins		copa
D0420-S4-T01	1370	sub	trips	cips
D0420-S4-T01	1378	sub	cub scout	cups gout
D0420-S4-T01	2134	ins		flu
D0420-S4-T01	2164	sub	doesn't go mama mama mama	does goma mamma mamma mamma
D0420-S4-T01	2212	sub	mama mama mama mama	mamma mamma mamma mamma
D0420-S4-T01	2223	sub	mama mama	mamm mamma
D0420-S4-T02	563	sub	everyone	one
D0420-S4-T02	681	sub	a laid-back	la back
D0420-S4-T02	1164	ins		one
D0420-S4-T02	1636	sub	tyl	tylenol
D0420-S4-T02	1678	sub	a	aleve
D0420-S4-T02	1705	sub	why risk	what iri
D0420-S4-T02	1752	sub	a	aleve
D0420-S4-T02	1790	sub	leave	aleve
D0420-S4-T02	1924	sub	when	one
D0420-S4-T02	2719	ins		bing
D0420-S4-T02	2719	sub	volunteering	hearing
D0420-S4-T02	2784	sub	in madagascar	gaas scar
D0420-S4-T02	2835	sub	chicago	chp
D0420-S4-T02	3298	sub	panicked	panic
D0420-S4-T02	3705	ins		card
D0420-S4-T02	3831	sub	in	unintelligible
D0420-S4-T02	3887	sub	and i	ands go
D0420-S4-T02	4050	sub	in oregon	an organ
D0420-S4-T02	4507	sub	great	gra
D0420-S4-T02	4599	sub	like oh	likeo classes
D0420-S4-T02	4773	sub	changed	change
D0420-S4-T02	5141	ins		com
D0420-S4-T02	5537	sub	it's hard to	it top with
D0420-S4-T02	6738	sub	does and	doesrowing cae
D0420-S4-T02	7115	ins		wat
D0420-S4-T02	7162	sub	i'll	ate
D0421-S1-T01	146	ins		seroquel
D0421-S1-T01	194	sub	seraquel	seroquel
D0421-S1-T01	224	sub	helps	helped
D0421-S1-T01	278	sub	seraquel	seroquel
D0421-S1-T01	409	sub	taking an ambient	to heat' ambien
D0421-S1-T01	829	sub	podcast	cas
D0421-S1-T01	966	sub	seraquel	seroquel
D0421-S1-T01	998	sub	immiprimine	imipramine
D0421-S1-T01	1012	sub	welbuterin	wellbutrin
D0421-S1-T01	1031	sub	seraquel	seroquel
D0421-S1-T01	1307	sub	you to access so	acs so it is
D0421-S1-T01	1318	sub	snowy	snow
D0421-S1-T01	1333	sub	stop being snowy like	stopping snowe i am
D0421-S1-T01	1492	sub	path	pat
D0421-S1-T01	1743	sub	rhode	unintelligible
D0421-S1-T01	1877	sub	playpen	pen
D0421-S1-T01	2183	ins		far
D0421-S1-T01	2195	sub	minutes at	meds to
D0421-S1-T01	2307	sub	doesn't sound like	dos go enoughp
D0421-S1-T01	2329	sub	so	inad
D0421-S1-T01	2497	sub	backpack and	back in
D0421-S1-T01	2549	sub	so	sos
D0421-S1-T01	2706	sub	these snowstorms	snow storms
D0421-S1-T01	2783	sub	you're backed	you back
D0421-S1-T01	3064	sub	acknowledge your	knowledge of
D0421-S1-T01	3115	sub	to acknowledge	knowledge a
D0421-S1-T01	3288	sub	silly in	stilling away
D0421-S1-T01	4143	sub	hurdle	hurt
D0421-S1-T01	4149	sub	freaking	unintelligible
D0421-S1-T01	4412	ins		stand for
D0421-S1-T01	4491	sub	be in	being controlled
D0421-S1-T01	5801	sub	today	tod
D0421-S1-T02	0	sub	so i'm	cle ins
D0421-S1-T02	237	sub	front not today	fron ye'n' tiredring
D0421-S1-T02	363	ins		melt downow
D0421-S1-T02	441	sub	self-control	control
D0421-S1-T02	661	sub	5	five
D0421-S1-T02	668	ins		three
D0421-S1-T02	1162	sub	ambient	ambien
D0421-S1-T02	1164	sub	trazodome	trazodone
D0421-S1-T02	1699	sub	dave	date
D0421-S1-T02	1927	sub	read	wad
D0421-S1-T02	2289	sub	shitty	shy
D0421-S1-T02	3259	sub	armchair	unintelligible
D0421-S1-T02	3696	sub	may it's	mas me
D0421-S1-T03	432	ins		nothing
D0421-S1-T03	528	sub	josh	unintelligible
D0421-S1-T03	1229	ins		anxiety
D0421-S1-T03	1285	sub	combat	calm
D0421-S1-T03	1716	sub	disillusionment	delusion
D0421-S1-T03	2407	ins		possib diies for you that's the so i guess the equivalent of if nobody is going to use chemical weapons then what can you do within those options people feel trapped when they feel that none of their options are okay thann you trapped s the question is how can we make the options available to you okay and then in not you actually probably could see more good in each of them than is apparent right now you know i would like to know more about what your is thinking but i am going to need to wait two weeks to me to disturb your reverere no that's okay thanks very much okay so i will see you in two weeks kay love next wee your conferenceun fine i am sure it will alr by
D0421-S1-T04	119	sub	comforts	comfort
D0421-S1-T04	166	sub	fault	fat
D0421-S1-T04	191	ins		i wasn't thinking about anything else
D0421-S1-T04	265	sub	renewals	renewal
D0421-S1-T04	3089	sub	i	unintelligible
D0421-S1-T05	72	sub	that	sta
D0421-S1-T05	95	sub	point where	pot postuugh
D0421-S1-T05	303	sub	cody	tal
D0421-S1-T05	1071	sub	i'll	ill
D0421-S1-T05	1395	sub	anti-cochlear implants	anticochlear implant
D0421-S1-T05	1670	sub	favorite	favor
D0421-S1-T05	2069	sub	those	tho
D0421-S1-T05	2092	sub	fear	fever
D0421-S1-T05	2204	ins		a mand
D0421-S1-T05	2923	ins		and i said something i said i think i said that i don't understand how dendper hasn't been swallowed up in irth wakes with how sad i feel she was like that really sucks that was really prettys the thing is i feel so bad about putting things on people i want to find a way to make it bearable for them w should stop for now
D0421-S2-T01	858	ins		men
D0421-S2-T01	979	sub	ivan doesn't	does not
D0421-S2-T01	1059	sub	he's like no that's	unintelligible know that is
D0421-S2-T01	1280	sub	angry at him he's	ang him he is
D0421-S2-T01	1474	ins		anxiety
D0421-S2-T01	3255	sub	couple's	couples
D0421-S2-T01	3637	sub	fridge	bridge
D0421-S2-T01	3872	ins		one
D0421-S2-T01	3906	sub	i have	ist stauff
D0421-S2-T01	5645	ins		frank
D0421-S2-T01	5944	ins		head
D0421-S2-T01	6214	sub	any more	anymor couple
D0421-S2-T01	6492	sub	fleshes	flushes
D0421-S2-T01	6563	ins		tap
D0421-S2-T01	7277	ins		light
D0421-S2-T01	7515	ins		light
D0421-S2-T02	493	sub	clothes	close
D0421-S2-T02	764	sub	want	wanted
D0421-S2-T02	992	sub	the	thes
D0421-S2-T02	1020	sub	fault	fall
D0421-S2-T02	1907	sub	ahead of	head to
D0421-S2-T02	2316	sub	i guess	ues pme
D0421-S2-T02	2973	sub	stuff	staff
D0421-S2-T02	3448	sub	along	alo
D0421-S2-T02	3861	sub	stock	sta
D0421-S2-T02	3878	ins		hand
D0421-S2-T02	3927	sub	gluten-free	ger
D0421-S2-T02	3992	sub	means	les
D0421-S2-T02	4151	sub	its seat	it seed
D0421-S2-T02	4227	sub	assumptions for	unintelligible you
D0421-S2-T02	4368	ins		hands
D0421-S2-T02	4537	sub	solves	sos
D0421-S2-T02	4617	ins		gluten
D0421-S2-T02	4675	sub	those	tho
D0421-S2-T02	5735	sub	other	ther
D0421-S2-T02	5856	sub	fruit or a	fre orve able
D0421-S2-T02	5909	ins		sid
D0421-S2-T02	5999	sub	and sidney	ands me
D0421-S2-T02	6149	sub	fruit	food
D0421-S2-T02	6164	ins		pla you are
D0421-S2-T02	6338	sub	eating less	eatingless unintelligible
D0421-S2-T02	6375	sub	ballpark	park
D0421-S2-T02	6498	sub	stop	upp
D0421-S2-T02	6506	sub	sydney	sitting
D0421-S2-T02	6575	sub	air-conditioned	condition
D0421-S3-T01	45	sub	yvonne	eva
D0421-S3-T01	127	sub	shithole	hole
D0421-S3-T01	168	sub	shithole	hole
D0421-S3-T01	175	ins		leg
D0421-S3-T01	266	ins		mea
D0421-S3-T01	274	ins		active
D0421-S3-T01	364	sub	burned	burn
D0421-S3-T01	519	sub	to step	tos jump
D0421-S3-T01	1143	sub	dwelling	swelling
D0421-S3-T01	1288	ins		gut
D0421-S3-T01	1530	ins		three yearolds
D0421-S3-T01	1542	ins		medicine
D0421-S3-T01	1661	ins		medicine
D0421-S3-T01	1714	ins		melt
D0421-S3-T01	1808	sub	heard	hurt
D0421-S3-T01	2246	sub	time	times
D0421-S3-T01	2259	sub	nuts	mes
D0421-S3-T01	2409	ins		medicine
D0421-S3-T01	2437	sub	madison	medicine
D0421-S3-T01	2476	sub	madison	medicine
D0421-S3-T01	2537	sub	filth yeah	unintelligible yah
D0421-S3-T01	2585	sub	madison	medicine
D0421-S3-T01	2592	sub	hoped	hope
D0421-S3-T01	2596	sub	madison	medicine
D0421-S3-T01	2638	sub	madison	medicine
D0421-S3-T01	2691	sub	couldn't	cannot
D0421-S3-T01	2705	sub	madison were my	medicine or mighted
D0421-S3-T01	3024	ins		scar
D0421-S3-T01	3292	sub	i were	die or
D0421-S3-T01	3508	sub	belittled	little
D0421-S3-T01	3527	sub	canceling	counseling
D0421-S3-T01	3632	ins		does
D0421-S3-T02	0	sub	good	ood
D0421-S3-T02	8	sub	therapists in	therapist unintelligible
D0421-S3-T02	257	sub	like	likely
D0421-S3-T02	399	sub	be here it's	seizure it is
D0421-S3-T02	441	sub	salient	saline
D0421-S3-T02	589	sub	tanya's	tongue
D0421-S3-T02	1659	sub	frustrating in that context	and the back contacts
D0421-S3-T02	1982	ins		an allergy
D0421-S3-T02	2013	sub	analogy	allergy
D0421-S3-T02	2104	sub	analogy	allergy
D0421-S3-T02	2112	sub	analogy	allergy
D0421-S3-T02	2331	sub	tonya	tia
D0421-S3-T02	2753	sub	ones	one
D0421-S3-T02	3058	sub	it versus	itt vers
D0421-S3-T02	3099	ins		me five
D0421-S3-T02	3165	sub	to stay	just sta
D0421-S3-T02	3328	sub	moral	male
D0421-S3-T02	3540	sub	commitment	commit
D0421-S3-T03	296	sub	offhand	hand
D0421-S3-T03	1242	sub	agreed	agree
D0421-S3-T03	1496	ins		me confused
D0421-S3-T03	1555	sub	like	psych
D0421-S3-T03	2040	sub	yeah	aha
D0421-S3-T03	2947	sub	over	ver
D0421-S3-T03	3077	ins		ect
D0421-S3-T03	3080	sub	fact	fat
D0421-S3-T03	3379	sub	them	one
D0421-S3-T03	3862	ins		i don't know actually
D0421-S3-T03	3940	sub	honed	hand
D0421-S3-T04	288	sub	horrifying	finding
D0421-S3-T04	343	sub	armed	arm
D0421-S3-T04	644	sub	it felt	is fel
D0421-S3-T04	848	ins		i definitely
D0421-S3-T04	936	ins		cla good
D0421-S3-T04	1904	sub	rides	rise
D0421-S3-T04	2185	sub	mystic when	mis i
D0421-S3-T04	2233	sub	coaster	cos
D0421-S3-T04	2412	sub	reminds	remind
D0421-S3-T04	2458	sub	oregon	organ
D0421-S3-T04	2611	sub	died	die
D0421-S3-T05	202	sub	ones	one
D0421-S3-T05	395	ins		nerve wracking
D0421-S3-T05	469	sub	siege	seizure
D0421-S3-T05	546	sub	balked	blocked
D0421-S3-T05	676	sub	snurl	narrow
D0421-S3-T05	1079	sub	algae	allergy
D0421-S3-T05	1091	sub	that it's hard	but its har
D0421-S3-T05	2959	ins		else
D0421-S3-T05	3063	ins		at
D0421-S3-T05	3593	sub	incivility	instability
D0421-S3-T05	3843	sub	that's a lift	that is lis
D0421-S3-T05	4171	sub	i	imm
D0422-S1-T01	581	ins		heart
D0422-S1-T01	659	sub	couldn't	cannot
D0422-S1-T01	686	sub	funny this week	funying to speak
D0422-S1-T01	774	sub	helps	helped
D0422-S1-T01	1473	sub	an awful	off a
D0422-S1-T01	2333	sub	talk	tuck
D0422-S1-T01	3075	sub	solace in	solis ande
D0422-S1-T01	3333	sub	solace	solis
D0422-S1-T01	3339	sub	drive me nuts	j mean meds
D0422-S1-T01	3579	sub	how upsetting	hep setting
D0422-S1-T01	3700	sub	talked	talks
D0422-S1-T01	4289	sub	stir crazy	star crazyy
D0422-S1-T01	4529	sub	it's playtime everyone do handstands	time i w to hands
D0422-S1-T01	4775	sub	hypochondriac who's like oh	hypochondria who is likeo
D0422-S1-T01	4891	sub	lift to your mood well	lif tear mod will write
D0422-S1-T01	5286	ins		exc
D0422-S1-T01	5334	sub	exhale	act
D0422-S1-T01	5518	sub	exhale	act
D0422-S1-T01	5738	ins		release
D0422-S1-T01	5821	sub	exhale	actal
D0422-S1-T01	5895	sub	exhale	actal
D0422-S1-T01	5963	ins		act
D0422-S1-T01	6072	ins		memory
D0422-S1-T02	387	sub	issues	issue
D0422-S1-T02	527	ins		easy
D0422-S1-T02	1281	sub	butter bad policy fair	better that palsy fa
D0422-S1-T02	1592	sub	free	three
D0422-S1-T02	2330	sub	class	css
D0422-S1-T02	2634	ins		meds
D0422-S1-T02	3095	sub	considerate of others'	considered if others
D0422-S1-T02	3612	sub	where	wing
D0422-S1-T03	369	sub	vast	best
D0422-S1-T03	847	sub	wilbutra	wellbutrin
D0422-S1-T03	1353	ins		back
D0422-S1-T03	1457	ins		does
D0422-S1-T03	1703	sub	heard	hurt
D0422-S1-T03	2439	sub	well i	one thing
D0422-S1-T03	2956	ins		does
D0422-S1-T03	3245	sub	president	present
D0422-S1-T03	3351	sub	one's	one
D0422-S1-T03	3625	sub	i'll have some free	a house and three
D0422-S1-T04	618	sub	plan	pla
D0422-S1-T04	872	sub	hours	hos
D0422-S1-T04	925	sub	help	hep
D0422-S1-T04	1105	ins		not
D0422-S1-T04	1237	sub	those	tho
D0422-S1-T04	2484	sub	want it yeah no i'm	wanted yah now i am
D0422-S1-T04	2519	sub	of	back
D0422-S1-T04	2606	sub	harris	hairs
D0422-S1-T04	2792	sub	cognitive based	cognitivebased thera
D0422-S2-T01	177	sub	i'm	unintelligible
D0422-S2-T01	438	sub	a	prom
D0422-S2-T01	499	ins		i don't
D0422-S2-T01	641	sub	hold	unintelligible
D0422-S2-T01	644	sub	our drier	her dry
D0422-S2-T01	669	ins		tip
D0422-S2-T01	923	sub	interior	anterior
D0422-S2-T01	1301	sub	why james	i change
D0422-S2-T01	1853	sub	it in	inh ye
D0422-S2-T01	2273	sub	shorthand	hand
D0422-S2-T01	2757	sub	getting mad	do add
D0422-S2-T01	3049	sub	kind	cut
D0422-S2-T02	288	sub	boss	bos
D0422-S2-T02	292	sub	boss	bos
D0422-S2-T02	301	sub	free	three
D0422-S2-T02	888	sub	four	three
D0422-S2-T02	907	sub	let us	uh skip
D0422-S2-T02	1224	ins		calm
D0422-S2-T02	1328	sub	hurricane	herniated
D0422-S2-T02	1780	sub	an assertive	crt of
D0422-S2-T02	1798	sub	self-evaluation	evaluation
D0422-S2-T02	1846	sub	from	fro
D0422-S2-T02	1855	ins		bch
D0422-S2-T02	2632	sub	this	mis
D0422-S2-T02	3152	sub	practice	prax
D0422-S2-T02	3224	sub	fifth	fit
D0422-S2-T02	3623	sub	mantra	mona
D0422-S2-T02	4025	sub	where were you	we are worry
D0422-S2-T02	4135	sub	awful awful awful	ale aful ao
D0422-S2-T02	4647	sub	own would cause	ca depressionation unintelligible
D0422-S2-T02	4676	sub	damnation	unintelligible
D0422-S2-T02	6092	sub	enthusiasm	asm
D0422-S2-T02	6356	ins		one
D0422-S2-T02	6558	sub	aren't	unintelligible
D0422-S2-T02	6977	sub	thought	thp
D0422-S2-T02	7028	sub	dispute dispute	dispe dis
D0422-S2-T02	7183	sub	irresponsible	responsible
D0422-S2-T02	7240	sub	once	one
D0422-S2-T02	7334	ins		a responsible
D0422-S2-T02	7540	sub	being	bean
D0422-S2-T02	7562	sub	because you're human and humans don't	history of hu if human do
D0422-S2-T02	7749	sub	perfection	infection
D0422-S2-T02	8438	sub	borrow	bor
D0422-S2-T02	8554	sub	hear	far
D0422-S2-T02	8558	sub	right	write
D0422-S2-T02	8827	sub	good that you're	back you are
D0422-S2-T02	9225	sub	astonishing to tell you	unintelligible i' real li
D0422-S2-T02	9463	sub	herdiated	herniated
D0422-S2-T02	10423	sub	thoroughness	ther
D0422-S2-T02	10498	sub	down	found
D0422-S2-T02	10516	sub	to	unintelligible
D0422-S2-T02	10544	sub	shoulds	shs
D0422-S2-T02	10794	ins		related to
D0422-S3-T01	193	sub	want	wanted
D0422-S3-T01	389	sub	ones for	one forside
D0422-S3-T01	532	ins		snow
D0422-S3-T01	1252	ins		life
D0422-S3-T01	1310	ins		i
D0422-S3-T01	1591	sub	passion	pass
D0422-S3-T01	1805	sub	great	grade
D0422-S3-T01	2126	ins		ros yeah do
D0422-S3-T01	2565	ins		imp
D0422-S3-T01	2878	sub	how do	i don't
D0422-S3-T01	3087	sub	loving	living
D0422-S3-T01	3091	sub	for you maybe in	fe may be near
D0422-S3-T01	3105	sub	in emma	an ema
D0422-S3-T01	4116	sub	you're just	near justuse
D0422-S3-T01	4158	sub	i	ihi
D0422-S3-T01	4242	sub	really	relief
D0422-S3-T01	4370	ins		mea
D0422-S3-T01	4425	ins		mis
D0422-S3-T01	4620	sub	she's very yep	is worried yet
D0422-S3-T01	5015	sub	ramona	mona
D0422-S3-T01	5182	sub	deprived	dep
D0422-S3-T01	5208	sub	find	finding
D0422-S3-T01	5357	sub	want	wanted
D0422-S3-T01	5510	sub	clothes	close
D0422-S3-T01	6119	ins		absent
D0422-S3-T01	6341	sub	genuine	genu
D0422-S3-T01	6821	sub	fastest	best
D0422-S3-T01	6976	sub	workshop	shop
D0422-S3-T01	7459	sub	would it help	what i hop
D0422-S3-T01	7724	sub	trust	stress
D0422-S3-T02	119	sub	creep	croup
D0422-S3-T02	634	ins		at church
D0422-S3-T02	1153	sub	of the	a corn
D0422-S3-T02	1268	ins		i complete
D0422-S3-T02	1847	sub	stay	sta
D0422-S3-T02	2184	sub	acted	active
D0422-S3-T02	2662	sub	later	water
D0422-S3-T02	2812	sub	thanks	dates
D0422-S3-T03	71	sub	stay	sta
D0422-S3-T03	275	sub	in dalic	and dilt
D0422-S3-T03	338	sub	cute	cut
D0422-S3-T03	1192	sub	drink	drinker
D0422-S3-T03	1442	sub	sylexa	celexa
D0422-S3-T03	1847	ins		saf i
D0422-S3-T03	1878	ins		a lot of
D0422-S3-T03	1943	sub	genre of	jaw road
D0422-S3-T03	2613	sub	workshop	shop
D0422-S3-T03	2620	ins		hands
D0422-S3-T03	2781	sub	carl	car
D0422-S3-T03	2803	sub	the keynote	a keto
D0422-S3-T03	3221	ins		races
D0422-S3-T03	3302	ins		soft
D0422-S3-T03	3327	sub	cs	css
D0422-S3-T03	3343	sub	startups	ups
D0422-S3-T03	3562	sub	whole	hole
D0422-S3-T03	3754	sub	cambridge put	bridge but
D0422-S3-T03	3773	ins		hand
D0422-S3-T03	4502	sub	super low turnout	superlow turn out
D0422-S3-T04	22	ins		smf
D0422-S3-T04	841	sub	affit	fit
D0422-S3-T04	937	ins		distant friend
D0422-S3-T04	1295	sub	scatterbrain you	scatter brain
D0422-S3-T04	1767	sub	you've had	you found
D0422-S3-T04	2086	ins		dots
D0422-S3-T04	2411	sub	boom boom boom	boon boon bone
D0422-S3-T04	2500	sub	we'll	will
D0422-S3-T05	926	ins		i don't know
D0422-S3-T05	1049	sub	existential	central
D0422-S3-T05	1357	sub	no you're right	know you write
D0422-S3-T05	1362	sub	like	likely
D0422-S3-T05	1684	sub	subtle way	sot away
D0422-S3-T06	398	sub	you feel	feeling comfortable
D0422-S4-T01	489	sub	ambient	ambien
D0422-S4-T01	537	sub	ambient	ambien
D0422-S4-T01	549	sub	ambient	ambien
D0422-S4-T01	594	sub	even 1	wing in
D0422-S4-T01	769	sub	fault what	fall w
D0422-S4-T01	1949	sub	he's an insomniac	he is insomnia
D0422-S4-T01	3938	sub	dad i	dath persons
D0422-S4-T01	4276	sub	maybe worth	mab wth
D0422-S4-T01	4529	sub	position uh-huh yeah	compens that comp
D0422-S4-T01	5153	sub	a	wee
D0422-S4-T01	5243	sub	help hold	hep unintelligible
D0422-S4-T01	5660	sub	addition	add
D0422-S4-T01	6381	sub	dreaded networking	unintelligible yah
D0422-S4-T01	6722	sub	until	cantil
D0422-S4-T01	7008	sub	everyone	everone
D0422-S4-T02	1083	sub	while	wellbutrin
D0422-S4-T02	1099	sub	while	wellbutrin
D0422-S4-T02	1133	sub	while	wellbutrin
D0422-S4-T02	1431	sub	yarn	arm
D0422-S4-T02	1881	sub	it it's	his life
D0422-S4-T02	1999	sub	and	staff
D0422-S4-T02	2008	sub	concert coming	conser com
D0422-S4-T02	2072	sub	today	tod
D0422-S4-T02	2107	sub	like	mae
D0422-S4-T02	2261	sub	like	lig
D0422-S4-T02	2268	sub	sydney	sitting
D0422-S4-T02	2346	ins		panic
D0422-S4-T02	2402	sub	panicking	pan
D0422-S4-T02	2553	sub	clonopin	klonopin
D0422-S4-T02	2574	sub	clonopid	klonopin
D0422-S4-T02	2597	sub	of	klonopin
D0422-S4-T02	2618	sub	clonopin	klonopin
D0422-S4-T02	2900	sub	along	alo
D0422-S4-T02	3578	sub	those	tho
D0422-S4-T02	4205	ins		agree you
D0422-S4-T02	4544	sub	forever	rather
D0422-S4-T02	4608	ins		present
D0422-S4-T02	5166	sub	till	til
D0422-S4-T02	5181	sub	well	wellbutrin
D0422-S4-T02	5228	sub	whelbutrin	wellbutrin
D0422-S4-T02	5250	sub	clonopin	klonopin
D0422-S4-T02	5256	ins		wellbutrin
D0422-S4-T02	5262	sub	welbutrin stops	wellbutrin stopped
D0422-S4-T02	5267	ins		klonopin
D0422-S4-T02	5290	sub	clonopin	klonopin
D0422-S4-T02	5340	sub	clonopin	klonopin
D0422-S4-T02	5380	sub	clonopin	klonopin
D0422-S4-T02	5560	sub	split	slit
D0422-S4-T02	5714	sub	well let's	w les
D0422-S4-T02	5926	ins		body
D0422-S4-T03	0	sub	yeah	ting
D0422-S4-T03	416	sub	defeat	feet
D0422-S4-T03	465	sub	franco	frank
D0422-S4-T03	704	sub	felt	fel
D0422-S4-T03	960	sub	and	ands
D0422-S4-T03	1540	sub	felt	fel
D0422-S4-T03	1567	ins		light
D0422-S4-T03	1593	sub	a my advisor	my advice are
D0422-S4-T03	1816	sub	favorite	favor
D0422-S4-T03	1837	sub	changed	change
D0422-S4-T03	1922	ins		one of the
D0422-S4-T03	2223	sub	trapped	tramp
D0422-S4-T03	2236	sub	a	val
D0422-S4-T03	2361	sub	needs	eds
D0422-S4-T03	3118	sub	follow-up	followup
D0422-S4-T03	3344	sub	resolves	resolve
D0422-S4-T03	3439	sub	towards i	to unintelligible
D0422-S4-T03	3639	sub	week of	wee ofanu
D0422-S4-T03	3667	sub	let's see i	l' i14 les
D0422-S4-T04	47	sub	the	either
D0422-S4-T04	237	ins		pushing
D0422-S4-T04	288	sub	pushy	pushing
D0422-S4-T04	335	sub	signed	sign
D0422-S4-T04	342	sub	rent	ren
D0422-S4-T04	579	ins		one
D0422-S4-T04	1091	sub	jinx	change
D0422-S4-T04	1818	sub	some reason then	someason che her
D0422-S4-T04	2487	sub	as	pah
D0422-S4-T04	2569	ins		face
D0422-S4-T04	2616	ins		hav
D0422-S4-T04	2756	sub	him as	hand is
D0422-S4-T04	2865	ins		act
D0422-S4-T04	3160	sub	i	ipe
D0422-S4-T04	3829	sub	thinking that	thing ands
D0422-S4-T05	504	sub	how to	fram it
D0422-S4-T05	867	ins		admits
D0422-S4-T05	880	sub	planning	cleaning
D0422-S4-T05	1610	sub	b david's	be david
D0422-S4-T05	1750	sub	sure seemed	iuess amt
D0422-S4-T05	2324	sub	tanya	unintelligible
D0422-S4-T05	2514	sub	pent-up	penta
