file_id	position	type	parakeet_word	medasr_word
MSK0004	896	ins		u what we will do isuh we might need to get like a proper physical examination done uhm to make sure there is no fracture most likely though uh it seems that this may just be uh an ankle sprain uhm uh and due to uh you inverting your ankle the other day uhm what we can do is uh usually we just uh immobilize the ankleuh and then recommend applying ice uhm you can take some uh nsaids like advil for pain to help you uhm and it should uhm it should uh get better on its own with some physiotherapy later on as well uh however uhm if we find that on physical examination you were having h significant pain on palpation uh or any kind of bony pain uh we might also require to get an x-ray of uh the right foot and ankle uhm as well as fiterior lower leg uh so i will have you come come in in person and then uh go from there and see if we need an x-ray okay that's thank you alr take ca by pent
MSK0005	106	sub	pain yeah	elbow uhm
MSK0005	553	sub	no my weight's	nobody weight has
MSK0005	650	sub	i haven't had	evidence urinary uh
MSK0005	677	ins		swelling
MSK0005	749	sub	i place pain	uh bruise that
MSK0005	761	sub	aspect	spect
MSK0005	879	sub	that feels	do one
MSK0005	893	sub	that	unintelligible
MSK0005	1127	sub	have	hev
MSK0005	1241	ins		wrist extensor muscle group there uh so for this we basically recommend uh a couple
MSK0005	1242	ins		things to manage the pain uh but first likeu in terms of imaging i don't think it is necessary because it doesn' seem like there is any trauma and i am not too worried about any fractures uh so to help you treat this uh we recommend some activity modification so uh at work not doing things that are too repetitive especially if it iss using those uh extensor forearm muscles and and then you can use some use a compression sleeve as well continue taking tylenol or nsaids for the pain and uh really important is physical therapy uh to increase mo ility and strength in that arm uh and as well you can apply things like ice uh to it for like the pain and swelling if you see any uh yea also it should resolve in about six months to two years at most uh but normally it does uh go away a couple months with with some physical therapy and the the compression and splints if he choose to do that how is that sound those those u unintelligible ech
MSK0006	163	sub	gotta kinda stay still	got kind of sta
MSK0006	209	sub	all	tylenol
MSK0006	293	sub	1	one
MSK0006	546	ins		symptoms
MSK0006	573	ins		joint
MSK0006	580	sub	way	weight
MSK0006	583	ins		weight loss fevers or
MSK0006	583	sub	reserves	chills
MSK0006	585	sub	fears	fevers
MSK0006	594	ins		hearing
MSK0006	602	sub	i'm trying to submit no i haven't i mean anything	have shortness of breath or wheezing no having any symptoms
MSK0006	632	sub	changes	change
MSK0006	654	sub	how	have
MSK0006	690	ins		condition
MSK0006	708	sub	take amlotipine	uh amlodipine
MSK0006	760	sub	neurological	hal
MSK0006	985	sub	to	tod
MSK0006	1183	sub	front of your	fron uh side
MSK0006	1235	sub	it uh	hah unintelligible
MSK0006	1348	sub	when my	uh unintelligible
MSK0006	1478	ins		lumbar uh
MSK0006	1664	sub	yeah that sounds good	unintelligible okay he had
MSK0007	0	sub	how may	unintelligible hi
MSK0007	230	sub	helps	hep
MSK0007	295	sub	i'd say	uhm unintelligible
MSK0007	377	ins		ear
MSK0007	809	sub	how about	h unintelligible
MSK0007	980	sub	out	elbow
MSK0007	1036	sub	how about	heel bot
MSK0007	1055	sub	about	abo
MSK0007	1182	ins		uh a tendinopathy
MSK0008	0	sub	may i	h unintelligible
MSK0008	571	sub	whereabouts	pat
MSK0008	780	sub	echimosis	ecchymosis
MSK0008	1014	ins		echo
MSK0009	355	ins		calf
MSK0009	472	ins		echo
MSK0009	624	sub	not that	nothing have
MSK0009	695	sub	cruster	crestor
MSK0009	705	sub	a ramapro	uh ramipril
MSK0009	946	ins		unintelligible uhm
MSK0009	1141	ins		pot
MSK0009	1332	sub	gastrocnemia	gastrocnemius
MSK0009	1341	sub	footfall	fall
MSK0009	1475	sub	sounds	unintelligible
MSK0009	1481	ins		echo
MSK0010	417	sub	other	others
MSK0010	768	sub	you're getting	gettingu worsening
MSK0010	981	sub	id	advil
MSK0010	1434	sub	okay sounds	ay unintelligible
MSK0011	151	sub	pothole	hole
MSK0011	160	sub	right	rad
MSK0011	736	sub	was a	wasly complication
MSK0011	821	sub	yeah that's about it	uh uh yeah unintelligible
MSK0012	260	ins		yea unintelligible
MSK0012	278	sub	worst pain you've had in	worstuunintelligible s usually it is
MSK0012	625	sub	hurts	hurt
MSK0012	809	sub	walk harder	walkuh har
MSK0012	1231	sub	about if you're laying	if you are laing
MSK0013	354	sub	nope have	palpation navomiting
MSK0013	580	ins		uhm hypercholesterolemia
MSK0013	622	ins		uhm ramipril
MSK0013	625	sub	a toverstatin	uhm atorvastatin
MSK0013	1038	sub	i	unintelligible
MSK0013	1163	sub	and	unintelligible
MSK0013	1207	sub	and then	uh unintelligible
MSK0013	1333	ins		history you
MSK0013	1368	sub	like	a
MSK0014	5	sub	came	cam
MSK0014	786	ins		uh uhm furosemide
MSK0014	786	sub	fierosamide then a ramapurl	uh thenu ra- ramipril
MSK0014	896	ins		cabg or
MSK0014	945	sub	live	liv
MSK0014	1084	sub	and do you smoke	ad uh the smokes
MSK0014	1343	sub	maybe missed	be best
MSK0014	1394	ins		pseudogout
MSK0015	95	sub	when did this exactly start	uh and unintelligible star uh
MSK0015	128	sub	not that sorry no	unintelligible sorry know uhm
MSK0015	237	ins		like uh foot
MSK0015	848	ins		breech
MSK0015	955	sub	had	hospitalization
MSK0015	996	ins		u near
MSK0015	1197	ins		put
MSK0015	1307	sub	was	wat
MSK0015	1359	sub	synobitis	synovitis
MSK0015	1428	sub	synobitis	synovitis
MSK0016	10	sub	i guess	bing more
MSK0016	306	sub	few	three
MSK0016	360	sub	is it	unintelligible uh
MSK0016	483	sub	your	arm
MSK0016	684	sub	i have immunobesity class	or obesity classuuh sn
MSK0016	765	sub	your immunizations i am	my wrist u alight
MSK0016	812	ins		condition
MSK0016	892	sub	osteopher is a	osteoarthritis if you
MSK0016	920	sub	um how	uhunintig cancer
MSK0016	1374	sub	acronym	acromion
MSK0016	1498	sub	flex	flexor
MSK0016	1617	sub	tenouse	tinel's
MSK0016	1838	ins		nerve
MSK0016	1962	ins		to relieve pain uh and if if those don nott work we can try corticosteroids uh uh and if that doesn not work then we can also discuss surgery somet time down the line does that sound okay you no problem
MSK0017	318	sub	tempt in	ten bending
MSK0017	584	sub	how about changes	that uh change
MSK0017	738	sub	okay	unintelligible
MSK0017	983	sub	no i haven't traveled	do have a travel
MSK0017	1042	sub	kind	cah
MSK0017	1198	sub	flex	flexed
MSK0017	1221	sub	hurts that hurts	hurt again have
MSK0017	1263	ins		right
MSK0017	1307	sub	your	ear
MSK0017	1327	ins		ear
MSK0017	1430	sub	i need	either the
MSK0017	1436	sub	what's going on yeah	what what unintelligible ah
MSK0017	1470	sub	discs	disc
MSK0017	1517	ins		exam uh but if after we try some management and treatment plans it does not go away and it persists for more than eight weeks we do recommend imaging includingu an mri so uh in terms of management for right now uh modified activity at work on some short term bed rest uh very short term though uh asu and bed rest is only really recommended if you has severe back pain and muscle spasms uh and he definitely should be doing that for more than like 24 to 48 hours u physical activity can help uh so uh referral to phys- physical therapy or physiotherapy uh can help in rehab and they will give you some exercises that you can try at home to kind of uh strengthen those muscles and then ice and heating packs h temporarily can help uh medications like nsaids can help as well with the inflammation uh so we will try these things out and then we will continue to follow up uh yet if you have any questions or does not sound like an okay plan uh that all okay sounds good thank
MSK0018	282	sub	some	thumb
MSK0018	463	sub	do	unintelligible
MSK0018	503	sub	so um do	no i unintelligible
MSK0018	640	sub	more	lower
MSK0018	667	sub	um for me	uh deformity uh
MSK0018	754	sub	chromian	acromion
MSK0018	899	ins		uh and if it continues to happen u otherwise we can keep it immobilized for a few days to few weeks uhm depending on how bad the dislocation is uhm and then once that removed you can do some rehab as well to restore some range of motion does that sound like a good plan do have any questions or concerns in the meantime uh no i that's uh that's good okay
MSK0019	398	sub	nope	no
MSK0019	442	sub	tenures	change
MSK0019	538	sub	like that's	likeun unintelligible
MSK0019	556	ins		condition
MSK0019	558	ins		autoimmune condition
MSK0019	558	sub	not that	uh nothing
MSK0019	571	sub	aunt	ands
MSK0019	586	sub	yeah after	ye unintelligible
MSK0019	962	sub	pencil and	pens on
MSK0019	1113	sub	extend it	extended okay
MSK0020	80	sub	you	star
MSK0020	553	sub	nope changes	no change
MSK0020	624	sub	talmy	telmisartan
MSK0020	654	sub	12	atorvastatin
MSK0020	758	sub	conditions	condition
MSK0020	771	ins		date
MSK0020	1234	sub	crepidus	crepitus
MSK0020	1342	ins		one
MSK0020	1440	ins		to eventually rubb on bone which causes like the that that grating sensation and causes the pain uhm and it it happens an old age and happens with wear and tear uh so we di note that we will yeah we did the physical exam uh we
MSK0020	1441	ins		also get an x-ray of your hips and knees uh which can have some findings that align with osteoarthritis and basically for now we will try to manage it conservatively so uh you can take nsaids like ibuprofen uh for the pain or acetaminophen for the pain and we will also refer you to physiotherapy to strengthen those muscles around your joint and to increase flexibility and reduce that pain and and uh another thing that may be worth considering is occupational therapy because they uh help you find a way to do everyday tasks without putting too much stress on an already painful joint uhm and if these things don't work uh in the future we can also discuss things like uh steroid injections or joint replacement does uh that sound like a good planuky
MSK0021	425	ins		energy
MSK0021	435	sub	grashes	rashes
MSK0021	467	ins		nothing
MSK0021	520	ins		condition
MSK0021	995	ins		knee
MSK0021	1030	ins		new top
MSK0021	1585	ins		urin and if none of those nonsurgical treatments work uh oh sorry i also forgot to mention we will also refer you to physiotherapy to help you with the range of motion and strengthened uh endurance uh but if none of those nonsurgical treatments work we will also refer you to like an arthroscopy or u some sort of uh surgery that may be able to fix the issue more permanently does that sound
MSK0022	570	ins		foot
MSK0022	1294	sub	1	one
MSK0022	1306	sub	1	one
MSK0022	1325	sub	1	one
MSK0022	1375	ins		uh a
MSK0022	1691	ins		both
MSK0022	1723	sub	show	shy
MSK0022	1822	sub	just	uhs
MSK0023	6	sub	hi hi there i've	uh either i have
MSK0023	186	ins		unintelligible
MSK0023	670	sub	rest	rast
MSK0023	960	sub	those	unintelligible
MSK0023	1062	sub	oftentimes	times
MSK0024	351	ins		one
MSK0024	361	sub	i	ist
MSK0024	482	ins		and uh any kind change to
MSK0024	482	sub	no okay no okay	your bowel movement uhm
MSK0024	759	ins		tail
MSK0024	818	ins		red
MSK0024	918	sub	me	mea
MSK0024	1000	ins		disc
MSK0025	684	sub	no	noh
MSK0025	718	sub	do	unintelligible
MSK0025	777	ins		uhm echo
MSK0025	990	sub	then there are	acidentinible unintelligible uhm
MSK0025	1106	sub	yeah that	ye hurt
MSK0025	1224	sub	cauta	cauda
MSK0026	0	sub	how may	hep you
MSK0026	77	ins		knee
MSK0026	459	sub	no have	change se
MSK0026	671	ins		ramipril
MSK0026	724	ins		one one
MSK0026	794	sub	whereabouts i live in	uh whereb bos uhm
MSK0026	1035	ins		knee
MSK0026	1064	ins		bend
MSK0026	1101	sub	hurts	hurt
MSK0026	1196	ins		a
MSK0026	1289	sub	ansads	nsaids
MSK0027	193	ins		or itchy
MSK0027	794	sub	okay has she been around	oka unintelligible body who has
MSK0027	807	sub	traveled	travel
MSK0027	857	sub	how	unintelligible
MSK0027	867	sub	i'll ask	uh unintelligible
MSK0027	944	sub	it's misaligned	unintelligible uh
MSK0028	318	ins		nothing
MSK0028	412	sub	done	dot
MSK0028	436	ins		nothing nothing
MSK0028	667	sub	heart's	heart
MSK0028	784	ins		upper
MSK0028	1099	ins		weight
MSK0028	1106	ins		body
MSK0028	1515	sub	at	unintelligible
MSK0029	38	ins		a
MSK0029	293	sub	mostly backwards i'll get pain okay and you	moly back topic i did truy some uh
MSK0029	361	sub	or	sore
MSK0029	388	sub	into	anterior
MSK0029	393	sub	into	anterior
MSK0029	888	ins		vomit
MSK0029	893	sub	changes	change
MSK0029	1502	sub	sides	thighs
MSK0029	1979	ins		pain
MSK0029	1979	sub	a920	management
MSK0029	2029	ins		injections
MSK0029	2051	ins		help you with uh uh range of motion exercises and try to strengthen uh the muscles in that area and to improve your posture and normal movement uh that's kind of where we can start for now uhm and if it doesn't get any better we can uh talk about alternative management plan ss that sound okay unintelligible than you okay
MSK0031	280	sub	into	anterior
MSK0031	283	sub	and	anterior
MSK0031	448	sub	nope	no
MSK0031	487	ins		cough
MSK0031	509	sub	um how about changes	uhm hab change her
MSK0031	519	sub	how about changes	have change it
MSK0031	532	sub	healthy	unintelligible
MSK0031	539	ins		condition uh
MSK0031	562	sub	ramapril	ramipril
MSK0031	645	sub	not that i know of any	no p nouh any cancer uh
MSK0031	662	sub	ones	one
MSK0031	696	sub	a	unintelligible
MSK0031	847	sub	okay any	uh muscle
MSK0031	1099	ins		surgeer and rehab and medication so will definitely look into the surgical option first which is done uh using some internal repair with screws or you can do a total rep- hip replacement or a partial hip replacement uh the orthopedic surgeon uh will uh decide like which option is best for you after we uh refer you for a consult with them and then after that
MSK0031	1100	ins		uh they will likely refer you to
MSK0031	1102	ins		so physiotherrapy will focus on uh improving range of motion
MSK0031	1103	ins		strengthening the muscles in that area uh and for uh management of pain you can take ibuprofen or any over-the-counter pain medications for now does that sound okay unintelligible okay great no problem patientname thank
MSK0032	117	sub	trigger	unintelligible
MSK0032	348	sub	haven't	not
MSK0032	351	sub	medication	medications
MSK0032	475	sub	breathing um no	wheezing uh uh
MSK0032	621	sub	we've had i get	we give uh forget
MSK0032	627	sub	immunizations okay	immunization kay
MSK0032	644	ins		issue uh
MSK0032	649	ins		condition uh
MSK0032	1086	ins		pain killers uhm
MSK0032	1100	ins		here uh which will just take uh like a few minutes uh and and then uh after we reduce it back into its place uh she should have normal function of her arm again uh if she is still experiencing pain we can continue keeping it on a splint uh but uh otherwise i don't think we need any imaging for this at this mo- at this mo- uh time so do you have any questions or any concerns about that uh no u of the report okay great uh thank you
MSK0033	168	sub	does	digit
MSK0033	176	sub	right	rib
MSK0033	411	sub	pylonol	tylenol
MSK0033	735	sub	it's fun	its one
MSK0033	768	ins		uh grade
MSK0033	1021	sub	patel	patella
MSK0033	1058	sub	i see	unintelligible uhm
MSK0033	1194	sub	those are	this unintelligible
MSK0033	1512	ins		tendinitis
MSK0034	1021	sub	or	score
MSK0034	1024	sub	crutch	unintelligible
MSK0034	1048	sub	straight	unintelligible
MSK0034	1257	sub	epithesis	epiphysis
MSK0035	20	sub	hand's	hands
MSK0035	43	sub	all	als
MSK0035	1056	sub	bumps	bus
MSK0035	1222	sub	how	unintelligible
MSK0035	1243	sub	hurts	hus
MSK0035	1469	ins		likely
MSK0036	175	ins		write
MSK0036	179	ins		right handed ookay
MSK0036	182	sub	you	ment
MSK0036	326	ins		aching
MSK0036	849	ins		heart
MSK0036	868	sub	abnausea	nausea
MSK0036	1112	sub	smoke	smokes
MSK0036	1193	sub	1	one
MSK0036	1286	sub	how	unintelligible
MSK0036	1448	ins		yeah positive
MSK0036	1548	sub	ridiculopathy	radiculopathy
MSK0036	1564	sub	10l	tinel's
MSK0036	1568	sub	falin	phalen's
MSK0036	1638	ins		a
MSK0037	148	ins		not
MSK0037	308	ins		pat
MSK0037	422	ins		right
MSK0037	438	sub	like	leg
MSK0037	1131	sub	dupatrons contractor	dupuytren's contracture
MSK0037	1381	ins		crepitations
MSK0037	1462	sub	dupatrin's	dupuytren's
MSK0037	1472	sub	tinosynobitis	tenosynovitis
MSK0037	1513	ins		the tenosynovitis
MSK0037	1535	sub	dupatrin's	dupuytren's
MSK0037	1572	sub	sounds	unintelligible
MSK0038	1013	ins		knee
MSK0038	1095	sub	of your	knee cap
MSK0038	1197	ins		knee capp
MSK0038	1423	sub	same	unintelligible
MSK0038	1463	sub	to	flexor
MSK0038	1677	ins		uh and then if the pain is if the pain uh persists he can try some like ibuprofen for temporary relief uh we can talk about other treatments as well like u physiotherapy because uh it will be important to kind of strengcting those muscles around that joint as well as uh increase her range of motion so we can do we can put in a referral for that uh and if none of those uh work we can also discuss uh some other things like uh ultrasound therapy or like muscle stimulation uh shockwave therapy and then eventually if none of those other things work we can discuss surgical management uh itwar that it ever guess to that point does that sound okay it doua
MSK0039	12	sub	broke	unintelligible
MSK0039	77	sub	fell	fall
MSK0039	82	sub	stayed	sta
MSK0039	189	sub	initially	shin
MSK0039	262	sub	i've ever felt	that unintelligible okay
MSK0039	385	sub	i didn't	bre you
MSK0039	571	sub	no	unintelligible
MSK0039	610	ins		change
MSK0039	626	sub	nope changes	change it
MSK0039	659	sub	conditions	condition
MSK0039	741	sub	something	unintelligible
MSK0039	838	sub	probably like	unintelligible okay
MSK0039	913	sub	that sounds	unintelligible uny
MSK0039	956	sub	it's	swollen
MSK0039	990	sub	sky	skin
MSK0039	1042	sub	yeah the whole area	unintelligible what unintelligible uh
MSK0039	1128	ins		unintelligible unintell okay and u weightbearing are you able to stand up
MSK0039	1130	sub	i'm too scared to try	leg no youu unintellig possible
MSK0039	1143	sub	an idea	tibial fracture
MSK0039	1147	sub	have an extra end	with some x-rays uh
MSK0039	1154	sub	have um	is swollen
MSK0039	1158	ins		will probably try and uh apply a splint uh uh until the swelling goes down and and then uh we
MSK0039	1159	ins		uh uh refer you to an orthopedic surgeon for surg- for for the surgery itself so that could uh involve like uh you know them doing like an intramedullary nail
MSK0039	1162	ins		screws and uh like some sort of fixation uh but
MSK0039	1163	ins		the surgery your fracture will probably take about four to six months to heal completely uh so in that period uh
MSK0039	1165	ins		talk about like pain management and physiotherapy as well just uh to keep the muscles in that area strong and to increase your range of motion because thats do okay okayrase
MSK0040	116	ins		in uh unintelligible
MSK0040	955	sub	okay and	uhm unintelligible
MSK0040	1143	sub	fifth or	foot uh
MSK0040	1244	sub	plant reflection	plantar flexion
MSK0041	377	sub	no	weakness
MSK0041	676	sub	ramapol for	ramipril forlow
MSK0041	934	sub	eat	ate
MSK0041	1274	sub	analgic	antalgic
MSK0041	1401	ins		and uh thinking the most likely thing is that this is uh a gout flare and in particular in the uh toe like that it can be called podagra uhm and so we will need to get a uh aspiration of the joint fluid just to send it off and make sure that it is not uhm not an infection and that we are treating the the right thing uhm if this is gout and it comes back that this way uh is treated with the high dose high doses of anti-inflammatories uh and will start with uh medication called colchicine uhm to to help with this flare uh and in the meantime uh important things for uh preventing this in the future are uh diet and uh kind of lifestyle related with reducing things like red meats uh alcohol uh weight loss and uh just trying to improve uh the diabetes managements as well thank you we will get that
MSK0042	3	sub	help you uh	am just com
MSK0042	136	sub	on	arm
MSK0042	431	ins		heart
MSK0042	713	ins		immune
MSK0042	775	sub	live in	living uh
MSK0042	873	sub	okay well	kay unintelligible
MSK0042	927	sub	we've like um	would likeigemb saf
MSK0042	1129	sub	intelligent	antalgic
MSK0042	1161	sub	there	unintelligible
MSK0042	1319	sub	this people	the physical
MSK0042	1344	sub	um let me also like	uh nothing else i want
MSK0043	211	sub	like	sta
MSK0043	327	sub	stay	sta
MSK0043	560	sub	haven't traveled	not travel
MSK0043	599	sub	aspirations no	aspiration gone
MSK0043	725	sub	extra	extremities
MSK0043	917	sub	cause was yeah	possible yah the
MSK0043	1111	ins		okayha you had any hospitalizations or uh surgeries in the past uh
MSK0043	1503	ins		based on that we will understand the infection you have and what kind of infection you have we will start you on antibiotics uh right away uh uh today and so you will be uh here for a while until we get all those results back and you may also require uh an admission today as well okay uh thank you yeah that unintelligible alright yeah so uh yeah we will get all that done for you shortly andh we will go thereu thank you and we might also need an x-ray so just toctate w will we will come call you okay thank you alr
MSK0044	183	sub	anything it's it's	aching it is
MSK0044	212	sub	fault	unintelligible
MSK0044	396	sub	okay i see	unintelligible kay uh
MSK0044	507	sub	laying	laing
MSK0044	577	sub	conditions	condition
MSK0044	638	sub	or	major
MSK0044	898	ins		on cat
MSK0044	924	ins		so those were all the uh questions i had for you today uh we will do a full physical examination of the area uh wee we will definitely get an x-ray of the shoulder and clavicle uh to see what kind of it seems like you have a uh clavicular fracture from just the mechanism of the ear injury as well as everything you were describing uhm but it is important to understand how like what kind of clavicle injury it is and where it is affected if it is in the middle area on like uh outer areas of the clavicle uh and how much it is displaced because that will determine if we just need to reduce it here and then give you a sling and the we can go home that's usually the case but sometimes you may requireuh uh surgery as well and we will need to refer you to an orthopedic surgeon s i will will get h x-ray done uh and if you need anything for pain currently we will give you some medications here uh and then we will go over there alright thank you medicalprofessionalname unintelligible uh i will be hereu with you shortly that's all this good thank you so
MSK0045	102	sub	rotative	rotator
MSK0045	375	sub	cautious	cuff
MSK0045	391	sub	just went	justunint unintelligible
MSK0045	502	sub	anything	unintelligible
MSK0045	521	sub	does rest	unintelligible are
MSK0045	695	sub	modified	modi
MSK0045	866	sub	there okay	unintelligible you
MSK0045	1172	ins		x-rays before we if we need we can also get uh an ultrasound if uh we don't that we can't really tell from the x-rays and then from there uh we can get some blood work as well uh just her normal blood work as well as inflammation markers and then uh from there we will need to uh really uh discuss some management strategy so you have already tried some physiotherapy but we need to make sure that uh its is consistent uh because this is something that has a high recurrence rate and we will definitely need to finish the full course of physiotherapy however it may be uh because if physiotherapy does not work we may have to consider other options like uh corticostero- steroid inje s right anterior shoulder uh or some relief uh but as the first we will just traryge some conservative methods like physiotherapy pain management uh and then go go from there for the x-ras and the
MSK0046	239	sub	stay	sta
MSK0046	292	sub	pain that	unintelligible uh
MSK0046	312	sub	i	unintelligible
MSK0046	366	sub	repetitive	unintelligible
MSK0046	425	sub	conditions	condition
MSK0046	475	sub	conditions	condition
MSK0046	505	sub	marian	ovarian
MSK0046	646	sub	smoke	smokes
MSK0046	709	sub	an	unintelligible
MSK0046	752	sub	hurts okay	hurt kay
MSK0046	756	sub	hurts	hurt
MSK0046	905	sub	out	mouth
MSK0046	985	sub	those	unintelligible
MSK0046	1005	ins		de quervs tenosynovitis
MSK0046	1024	sub	mothers	others
MSK0046	1150	sub	the	conservative
MSK0046	1186	ins		effect as well uh butperi do some conservative management and see if that hopis only in a few days so hopefully uh will be try for his help and then we can go on
MSK0049	0	sub	hey how	unintelligible you
MSK0049	108	ins		uh knee
MSK0049	748	sub	ramaprol	ramipril
MSK0049	976	sub	hot	hod
MSK0049	1195	sub	you're not	dot uh
MSK0049	1245	ins		u would would' recommend ibuprofen or nsaids on a long-term basis although you could take those if you are having uh like an acute flareup of your pain uhm and thatn alsouh like topical uh agents such as uh like voltaren or something like that you could put on your knee and uh if it is really bad and keeps uh continuing on we can consider something like a a steroid injection as well thank you
MSK0050	0	sub	how may	hep you
MSK0050	188	sub	okay i see and	kay le uh unintelligible
MSK0050	529	sub	or feeling like you're	orheadedness orness nause change
MSK0050	632	sub	conditions before	cond unintelligible
MSK0050	729	sub	in a	int unintelligible
MSK0050	816	sub	um there's rheumato	there is rheumatoid
MSK0050	1054	ins		top
RES0001	399	sub	has it	uh change
RES0001	843	sub	lot of days okay yeah are you	echo uh no i i tri- i
RES0001	988	ins		uh history of
RES0001	996	ins		uh dvts
RES0001	1323	ins		embolism
RES0003	238	ins		sore
RES0003	600	sub	a reason to see	uh gestational diabetes it
RES0003	678	sub	along were	alo u
RES0003	1158	sub	we	unintelligible
RES0004	329	sub	check	che
RES0004	763	sub	anything in	dis nause
RES0004	1085	sub	and it's i think what is it	andvil uh don helped with uh uh
RES0004	1350	ins		one no
RES0004	1350	sub	one's	one
RES0004	1357	sub	yeah	one
RES0004	1447	sub	bases	basis
RES0004	1514	sub	bases	bas
RES0004	1569	sub	yeah	unintelligible
RES0005	181	ins		a
RES0005	278	ins		cold
RES0005	293	sub	the tolerant	uh tylenol
RES0005	805	sub	rozuvastatin	rosuvastatin
RES0005	1381	sub	i	else
